mu,tau,k,mechanism,strength,outcome,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.0,0.15,10,step,moderate,logor,adaptshrink_auto,40,1.0,0.0419,0.229,1.0,1.7391,0.7513,0.95
0.0,0.15,10,step,moderate,logor,adaptshrink_ens,40,1.0,-0.082,0.2774,0.975,1.7607,0.9299,0.85
0.0,0.15,10,step,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.082,0.2774,1.0,2.3849,0.9299,0.85
0.0,0.15,10,step,moderate,logor,adaptshrink_fast,40,1.0,0.1154,0.2632,1.0,3.5078,0.8588,0.9
0.0,0.15,10,step,moderate,logor,adaptshrink_petgate,40,1.0,0.0893,0.2025,1.0,1.2106,0.7365,0.95
0.0,0.15,10,step,moderate,logor,adaptshrink_solo,40,1.0,0.2216,0.622,0.95,3.5502,1.8347,0.85
0.0,0.15,10,step,moderate,logor,copas,40,1.0,0.1164,0.2008,0.825,0.6161,0.7266,0.95
0.0,0.15,10,step,moderate,logor,dl_hksj,40,1.0,0.1235,0.2044,0.95,0.87,0.7529,0.95
0.0,0.15,10,step,moderate,logor,henmi_copas,40,1.0,0.1288,0.2107,0.825,0.7502,0.7795,0.95
0.0,0.15,10,step,moderate,logor,p_curve,7,0.175,,,,,,
0.0,0.15,10,step,moderate,logor,p_uniform_star,32,0.8,0.1277,0.2395,1.0,1.3418,1.2715,1.0
0.0,0.15,10,step,moderate,logor,pet_peese,40,1.0,0.1674,0.7679,0.9,2.5852,2.4222,0.9
0.0,0.15,10,step,moderate,logor,reml_hksj,40,1.0,0.1231,0.2041,0.95,0.8732,0.7531,0.95
0.0,0.15,10,step,moderate,logor,trim_and_fill,40,1.0,-0.2736,0.3432,0.4,0.3851,0.967,0.65
0.0,0.15,10,step,moderate,logor,ubcma,40,1.0,0.0941,0.2577,0.9,0.9697,0.8779,0.9
0.0,0.15,10,step,moderate,logor,vevea_hedges,36,0.9,0.0963,0.2003,0.889,0.7403,0.808,1.0
0.0,0.15,40,copas,moderate,logor,adaptshrink_auto,40,1.0,0.0051,0.1483,1.0,1.2839,0.4561,0.85
0.0,0.15,40,copas,moderate,logor,adaptshrink_ens,40,1.0,-0.069,0.1571,0.975,1.3514,0.4651,0.8
0.0,0.15,40,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.069,0.1571,1.0,1.8284,0.4651,0.8
0.0,0.15,40,copas,moderate,logor,adaptshrink_fast,40,1.0,0.138,0.16,0.975,1.0777,0.6094,1.0
0.0,0.15,40,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.0946,0.126,0.925,0.5001,0.3811,0.95
0.0,0.15,40,copas,moderate,logor,adaptshrink_solo,40,1.0,0.1073,0.1786,0.8,0.811,0.6143,0.85
0.0,0.15,40,copas,moderate,logor,copas,40,1.0,0.1281,0.144,0.55,0.2777,0.423,0.9
0.0,0.15,40,copas,moderate,logor,dl_hksj,40,1.0,0.13,0.1453,0.575,0.3024,0.4234,0.9
0.0,0.15,40,copas,moderate,logor,henmi_copas,40,1.0,0.1276,0.1437,0.6,0.2897,0.4234,0.9
0.0,0.15,40,copas,moderate,logor,p_curve,16,0.4,0.4934,0.5788,0.812,1.7107,1.5863,0.7
0.0,0.15,40,copas,moderate,logor,p_uniform_star,33,0.825,0.1423,0.1678,0.879,0.4555,0.7268,1.0
0.0,0.15,40,copas,moderate,logor,pet_peese,40,1.0,0.0412,0.2601,0.975,0.9847,0.9323,0.9
0.0,0.15,40,copas,moderate,logor,reml_hksj,40,1.0,0.1297,0.1451,0.575,0.3024,0.4234,0.9
0.0,0.15,40,copas,moderate,logor,trim_and_fill,40,1.0,-0.241,0.2646,0.125,0.1901,0.8137,0.95
0.0,0.15,40,copas,moderate,logor,ubcma,39,0.975,0.0543,0.1287,0.974,0.6662,0.5191,1.0
0.0,0.15,40,copas,moderate,logor,vevea_hedges,40,1.0,0.1436,0.167,0.75,0.4145,0.7138,1.0
0.0,0.15,40,step,moderate,logor,adaptshrink_auto,40,1.0,0.0698,0.1696,0.95,1.0963,0.5521,0.95
0.0,0.15,40,step,moderate,logor,adaptshrink_ens,40,1.0,-0.043,0.1829,0.95,1.4396,0.7279,1.0
0.0,0.15,40,step,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.043,0.1829,1.0,1.9668,0.7279,1.0
0.0,0.15,40,step,moderate,logor,adaptshrink_fast,40,1.0,0.0913,0.1532,1.0,1.1404,0.6239,0.95
0.0,0.15,40,step,moderate,logor,adaptshrink_petgate,40,1.0,0.1081,0.1561,0.875,0.5957,0.5403,1.0
0.0,0.15,40,step,moderate,logor,adaptshrink_solo,40,1.0,0.1156,0.2181,0.9,1.1195,0.5452,0.75
0.0,0.15,40,step,moderate,logor,copas,40,1.0,0.1376,0.1697,0.6,0.3628,0.5442,0.95
0.0,0.15,40,step,moderate,logor,dl_hksj,40,1.0,0.1396,0.1704,0.75,0.4103,0.5452,0.95
0.0,0.15,40,step,moderate,logor,henmi_copas,40,1.0,0.1381,0.1693,0.725,0.397,0.543,0.95
0.0,0.15,40,step,moderate,logor,p_curve,14,0.35,0.3892,0.424,1.0,1.7594,1.2926,1.0
0.0,0.15,40,step,moderate,logor,p_uniform_star,35,0.875,0.0776,0.1486,0.914,0.4693,0.6748,1.0
0.0,0.15,40,step,moderate,logor,pet_peese,40,1.0,0.1004,0.3177,0.95,1.1699,1.0724,0.9
0.0,0.15,40,step,moderate,logor,reml_hksj,40,1.0,0.1388,0.1706,0.775,0.4111,0.5449,0.95
0.0,0.15,40,step,moderate,logor,trim_and_fill,40,1.0,-0.2749,0.3075,0.15,0.2301,1.0227,0.95
0.0,0.15,40,step,moderate,logor,ubcma,40,1.0,0.0716,0.1743,0.925,0.7045,0.7112,0.95
0.0,0.15,40,step,moderate,logor,vevea_hedges,40,1.0,0.0961,0.1568,0.85,0.4475,0.6415,1.0
0.0,0.4,10,copas,moderate,logor,adaptshrink_auto,40,1.0,0.0966,0.2782,1.0,1.5247,0.9834,0.9
0.0,0.4,10,copas,moderate,logor,adaptshrink_ens,40,1.0,-0.026,0.3592,0.9,1.8093,1.3714,0.9
0.0,0.4,10,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.026,0.3592,0.975,2.4525,1.3714,0.9
0.0,0.4,10,copas,moderate,logor,adaptshrink_fast,40,1.0,0.1494,0.2787,1.0,3.0601,0.992,0.9
0.0,0.4,10,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.1475,0.2711,0.95,1.1708,0.7562,0.7
0.0,0.4,10,copas,moderate,logor,adaptshrink_solo,40,1.0,0.0398,0.6474,0.925,3.3691,2.0463,0.85
0.0,0.4,10,copas,moderate,logor,copas,40,1.0,0.1884,0.2646,0.725,0.6646,0.7661,0.75
0.0,0.4,10,copas,moderate,logor,dl_hksj,40,1.0,0.1981,0.2714,0.875,0.9363,0.7779,0.7
0.0,0.4,10,copas,moderate,logor,henmi_copas,40,1.0,0.1925,0.2689,0.8,0.8616,0.7486,0.7
0.0,0.4,10,copas,moderate,logor,p_uniform_star,31,0.775,0.1471,0.2823,0.968,1.0874,0.9206,0.923
0.0,0.4,10,copas,moderate,logor,pet_peese,40,1.0,0.0573,0.7148,0.9,2.094,2.029,0.9
0.0,0.4,10,copas,moderate,logor,reml_hksj,40,1.0,0.197,0.2702,0.875,0.9314,0.7788,0.7
0.0,0.4,10,copas,moderate,logor,trim_and_fill,40,1.0,-0.2964,0.4479,0.425,0.3657,1.9827,1.0
0.0,0.4,10,copas,moderate,logor,ubcma,40,1.0,0.1657,0.3055,0.875,0.9976,1.2086,0.9
0.0,0.4,10,copas,moderate,logor,vevea_hedges,40,1.0,0.1598,0.2866,0.9,0.9592,0.9917,0.95
0.0,0.4,10,step,moderate,logor,adaptshrink_auto,40,1.0,0.1876,0.3025,0.975,1.7903,1.0886,0.95
0.0,0.4,10,step,moderate,logor,adaptshrink_ens,40,1.0,0.0299,0.3488,1.0,2.1832,1.1633,0.9
0.0,0.4,10,step,moderate,logor,adaptshrink_ens_calib,40,1.0,0.0299,0.3488,1.0,2.9838,1.1633,0.9
0.0,0.4,10,step,moderate,logor,adaptshrink_fast,40,1.0,0.3914,1.5284,1.0,5.7433,2.0681,1.0
0.0,0.4,10,step,moderate,logor,adaptshrink_petgate,40,1.0,0.2101,0.3161,0.95,1.4263,1.0886,0.95
0.0,0.4,10,step,moderate,logor,adaptshrink_solo,40,1.0,0.3732,0.6498,0.925,4.302,2.1314,0.9
0.0,0.4,10,step,moderate,logor,copas,40,1.0,0.2275,0.3264,0.675,0.7635,1.1428,0.95
0.0,0.4,10,step,moderate,logor,dl_hksj,40,1.0,0.2305,0.332,0.75,1.0822,1.1589,0.95
0.0,0.4,10,step,moderate,logor,henmi_copas,40,1.0,0.2547,0.3315,0.7,1.0164,1.1015,0.95
0.0,0.4,10,step,moderate,logor,p_curve,14,0.35,0.6848,0.7419,0.571,1.5569,2.0477,0.889
0.0,0.4,10,step,moderate,logor,p_uniform_star,33,0.825,0.8041,4.1861,0.909,1.2163,10.6282,1.0
0.0,0.4,10,step,moderate,logor,pet_peese,40,1.0,0.4003,0.7185,0.725,2.1317,2.5269,1.0
0.0,0.4,10,step,moderate,logor,reml_hksj,40,1.0,0.23,0.3316,0.775,1.0783,1.1604,0.95
0.0,0.4,10,step,moderate,logor,trim_and_fill,40,1.0,-0.3208,0.4685,0.325,0.3784,1.3622,0.85
0.0,0.4,10,step,moderate,logor,ubcma,40,1.0,0.1906,0.3947,0.775,1.0257,1.3593,0.95
0.0,0.4,10,step,moderate,logor,vevea_hedges,38,0.95,0.3677,1.6536,0.816,1.8149,3.1218,1.0
0.0,0.4,40,copas,moderate,logor,adaptshrink_auto,40,1.0,0.1626,0.2028,0.825,1.0751,0.5809,0.7
0.0,0.4,40,copas,moderate,logor,adaptshrink_ens,40,1.0,0.0353,0.2235,0.975,2.1231,0.7039,0.9
0.0,0.4,40,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,0.0353,0.2235,1.0,2.8166,0.7039,0.9
0.0,0.4,40,copas,moderate,logor,adaptshrink_fast,40,1.0,0.2233,0.2646,0.925,1.1885,0.8924,1.0
0.0,0.4,40,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.1919,0.2332,0.675,0.7282,0.7741,0.95
0.0,0.4,40,copas,moderate,logor,adaptshrink_solo,40,1.0,0.2295,0.2877,0.675,0.8998,0.9131,0.9
0.0,0.4,40,copas,moderate,logor,copas,40,1.0,0.2124,0.2473,0.45,0.3617,0.7667,0.95
0.0,0.4,40,copas,moderate,logor,dl_hksj,40,1.0,0.2149,0.2494,0.475,0.3936,0.7755,0.95
0.0,0.4,40,copas,moderate,logor,henmi_copas,40,1.0,0.2164,0.2503,0.475,0.3986,0.7867,0.95
0.0,0.4,40,copas,moderate,logor,p_curve,29,0.725,0.6089,0.6523,0.552,1.3795,1.9014,0.929
0.0,0.4,40,copas,moderate,logor,p_uniform_star,34,0.85,0.218,0.2694,0.676,0.611,0.9704,1.0
0.0,0.4,40,copas,moderate,logor,pet_peese,40,1.0,0.2142,0.3151,0.8,0.8927,0.9168,0.95
0.0,0.4,40,copas,moderate,logor,reml_hksj,40,1.0,0.2147,0.2493,0.475,0.3933,0.7756,0.95
0.0,0.4,40,copas,moderate,logor,trim_and_fill,40,1.0,-0.2728,0.3372,0.225,0.1922,1.06,0.85
0.0,0.4,40,copas,moderate,logor,ubcma,38,0.95,0.1422,0.2598,0.711,0.8082,0.9647,0.944
0.0,0.4,40,copas,moderate,logor,vevea_hedges,40,1.0,0.2262,0.2696,0.6,0.5703,0.9759,1.0
0.0,0.4,40,step,moderate,logor,adaptshrink_auto,40,1.0,0.2043,0.2597,0.9,0.9732,0.7688,0.75
0.0,0.4,40,step,moderate,logor,adaptshrink_ens,40,1.0,0.0922,0.3236,0.9,2.0049,1.2295,1.0
0.0,0.4,40,step,moderate,logor,adaptshrink_ens_calib,40,1.0,0.0922,0.3236,0.975,2.7798,1.2295,1.0
0.0,0.4,40,step,moderate,logor,adaptshrink_fast,40,1.0,0.1247,0.2253,1.0,1.3217,0.6299,0.8
0.0,0.4,40,step,moderate,logor,adaptshrink_petgate,40,1.0,0.2043,0.2597,0.9,0.9732,0.7688,0.75
0.0,0.4,40,step,moderate,logor,adaptshrink_solo,40,1.0,0.2786,0.4594,0.8,1.9087,1.8684,1.0
0.0,0.4,40,step,moderate,logor,copas,40,1.0,0.232,0.2587,0.55,0.506,0.6523,0.65
0.0,0.4,40,step,moderate,logor,dl_hksj,40,1.0,0.2328,0.259,0.65,0.5719,0.6551,0.65
0.0,0.4,40,step,moderate,logor,henmi_copas,40,1.0,0.2487,0.2745,0.625,0.5859,0.6949,0.7
0.0,0.4,40,step,moderate,logor,p_curve,38,0.95,0.5929,0.6563,0.553,1.3415,1.6728,0.8
0.0,0.4,40,step,moderate,logor,p_uniform_star,40,1.0,0.1095,0.22,0.925,0.6947,0.5416,0.8
0.0,0.4,40,step,moderate,logor,pet_peese,40,1.0,0.3011,0.5144,0.475,0.8572,1.3749,0.9
0.0,0.4,40,step,moderate,logor,reml_hksj,40,1.0,0.2326,0.259,0.65,0.571,0.6569,0.65
0.0,0.4,40,step,moderate,logor,trim_and_fill,40,1.0,-0.4064,0.4386,0.05,0.2162,1.2882,0.95
0.0,0.4,40,step,moderate,logor,ubcma,40,1.0,0.1874,0.294,0.875,0.8553,1.2216,1.0
0.0,0.4,40,step,moderate,logor,vevea_hedges,40,1.0,0.1111,0.2219,0.925,0.6899,0.5555,0.85
0.4,0.15,10,copas,moderate,logor,adaptshrink_auto,40,1.0,-0.0285,0.1489,0.975,1.6867,0.4158,0.85
0.4,0.15,10,copas,moderate,logor,adaptshrink_ens,40,1.0,-0.0745,0.1612,1.0,1.3245,0.7066,1.0
0.4,0.15,10,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.0745,0.1612,1.0,1.7655,0.7066,1.0
0.4,0.15,10,copas,moderate,logor,adaptshrink_fast,40,1.0,0.1,0.1987,0.975,5.2057,0.7602,0.9
0.4,0.15,10,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.0969,0.1642,0.95,0.8371,0.6321,0.9
0.4,0.15,10,copas,moderate,logor,adaptshrink_solo,40,1.0,0.1306,0.3696,1.0,2.6401,1.2675,1.0
0.4,0.15,10,copas,moderate,logor,copas,40,1.0,0.1298,0.1835,0.85,0.4931,0.6618,0.9
0.4,0.15,10,copas,moderate,logor,dl_hksj,40,1.0,0.1382,0.1912,0.875,0.6454,0.6765,0.9
0.4,0.15,10,copas,moderate,logor,henmi_copas,40,1.0,0.137,0.1879,0.875,0.5077,0.6839,0.9
0.4,0.15,10,copas,moderate,logor,p_curve,22,0.55,0.2157,0.2912,0.864,1.3991,0.7924,0.8
0.4,0.15,10,copas,moderate,logor,p_uniform_star,14,0.35,0.1067,0.2137,0.929,0.8668,0.695,0.75
0.4,0.15,10,copas,moderate,logor,pet_peese,40,1.0,-0.0005,0.4863,0.925,2.2447,1.8577,1.0
0.4,0.15,10,copas,moderate,logor,reml_hksj,40,1.0,0.1377,0.1905,0.9,0.6517,0.658,0.9
0.4,0.15,10,copas,moderate,logor,trim_and_fill,40,1.0,-0.1992,0.2591,0.475,0.3504,0.9777,0.95
0.4,0.15,10,copas,moderate,logor,ubcma,40,1.0,0.0329,0.1516,0.975,0.8032,0.6494,0.95
0.4,0.15,10,copas,moderate,logor,vevea_hedges,40,1.0,0.1455,0.2291,0.925,0.8585,0.7593,0.85
0.4,0.15,10,step,moderate,logor,adaptshrink_auto,40,1.0,-0.012,0.1791,0.975,1.3574,0.6215,0.9
0.4,0.15,10,step,moderate,logor,adaptshrink_ens,40,1.0,-0.0888,0.2084,1.0,1.3575,0.8305,1.0
0.4,0.15,10,step,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.0888,0.2084,1.0,1.8192,0.8305,1.0
0.4,0.15,10,step,moderate,logor,adaptshrink_fast,40,1.0,0.0387,0.2077,1.0,4.1404,0.764,1.0
0.4,0.15,10,step,moderate,logor,adaptshrink_petgate,40,1.0,0.1328,0.1875,0.95,0.8055,0.6188,0.85
0.4,0.15,10,step,moderate,logor,adaptshrink_solo,40,1.0,0.1574,0.4053,0.975,2.3028,1.0093,0.95
0.4,0.15,10,step,moderate,logor,copas,40,1.0,0.1648,0.2081,0.775,0.5108,0.6563,0.8
0.4,0.15,10,step,moderate,logor,dl_hksj,40,1.0,0.1759,0.219,0.875,0.6994,0.6584,0.8
0.4,0.15,10,step,moderate,logor,henmi_copas,40,1.0,0.1733,0.2145,0.725,0.5627,0.6584,0.8
0.4,0.15,10,step,moderate,logor,p_curve,29,0.725,0.107,0.261,0.897,1.4185,0.9176,0.882
0.4,0.15,10,step,moderate,logor,p_uniform_star,18,0.45,-0.0393,0.2505,0.944,1.3359,0.7902,1.0
0.4,0.15,10,step,moderate,logor,pet_peese,40,1.0,0.0078,0.4406,0.925,2.4224,1.2349,0.8
0.4,0.15,10,step,moderate,logor,reml_hksj,40,1.0,0.1765,0.2199,0.875,0.6957,0.6584,0.8
0.4,0.15,10,step,moderate,logor,trim_and_fill,40,1.0,-0.1936,0.2765,0.475,0.3542,0.928,0.9
0.4,0.15,10,step,moderate,logor,ubcma,40,1.0,0.0903,0.2248,0.95,0.9717,0.918,0.95
0.4,0.15,10,step,moderate,logor,vevea_hedges,40,1.0,0.06,0.2128,0.975,0.8935,0.7402,1.0
0.4,0.15,40,copas,moderate,logor,adaptshrink_auto,40,1.0,-0.0083,0.1238,0.975,1.1248,0.4538,0.95
0.4,0.15,40,copas,moderate,logor,adaptshrink_ens,40,1.0,-0.0732,0.1653,0.95,1.0765,0.559,0.95
0.4,0.15,40,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.0732,0.1653,1.0,1.4611,0.559,0.95
0.4,0.15,40,copas,moderate,logor,adaptshrink_fast,40,1.0,0.1062,0.1567,1.0,1.7454,0.4505,0.8
0.4,0.15,40,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.0742,0.1359,0.8,0.4449,0.4588,0.9
0.4,0.15,40,copas,moderate,logor,adaptshrink_solo,40,1.0,0.0163,0.2545,0.7,0.7892,0.921,0.9
0.4,0.15,40,copas,moderate,logor,copas,40,1.0,0.1318,0.1508,0.5,0.2682,0.4657,0.95
0.4,0.15,40,copas,moderate,logor,dl_hksj,40,1.0,0.1342,0.153,0.55,0.2939,0.4706,0.95
0.4,0.15,40,copas,moderate,logor,henmi_copas,40,1.0,0.1292,0.1487,0.525,0.281,0.4644,0.95
0.4,0.15,40,copas,moderate,logor,p_curve,40,1.0,0.1441,0.2241,0.875,0.7157,0.6421,0.85
0.4,0.15,40,copas,moderate,logor,p_uniform_star,25,0.625,0.1353,0.1768,0.84,0.4643,0.5677,0.917
0.4,0.15,40,copas,moderate,logor,pet_peese,40,1.0,-0.0704,0.3009,0.825,0.8241,1.0408,0.9
0.4,0.15,40,copas,moderate,logor,reml_hksj,40,1.0,0.1341,0.1528,0.55,0.2938,0.4704,0.95
0.4,0.15,40,copas,moderate,logor,trim_and_fill,40,1.0,-0.228,0.2513,0.125,0.1851,0.8521,0.95
0.4,0.15,40,copas,moderate,logor,ubcma,39,0.975,0.0388,0.109,0.974,0.5162,0.3262,0.842
0.4,0.15,40,copas,moderate,logor,vevea_hedges,40,1.0,0.116,0.1535,0.875,0.4302,0.4665,0.95
0.4,0.15,40,step,moderate,logor,adaptshrink_auto,40,1.0,0.0468,0.1327,1.0,1.0013,0.3659,0.65
0.4,0.15,40,step,moderate,logor,adaptshrink_ens,40,1.0,-0.0346,0.1603,0.975,1.0333,0.6652,1.0
0.4,0.15,40,step,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.0346,0.1603,0.975,1.417,0.6652,1.0
0.4,0.15,40,step,moderate,logor,adaptshrink_fast,40,1.0,0.0732,0.1378,1.0,1.5166,0.3626,0.6
0.4,0.15,40,step,moderate,logor,adaptshrink_petgate,40,1.0,0.1301,0.1567,0.75,0.4395,0.4134,0.7
0.4,0.15,40,step,moderate,logor,adaptshrink_solo,40,1.0,0.1124,0.1821,0.7,0.9376,0.6723,1.0
0.4,0.15,40,step,moderate,logor,copas,40,1.0,0.1749,0.1875,0.35,0.275,0.5182,0.85
0.4,0.15,40,step,moderate,logor,dl_hksj,40,1.0,0.1773,0.1897,0.375,0.3064,0.5299,0.85
0.4,0.15,40,step,moderate,logor,henmi_copas,40,1.0,0.1742,0.1868,0.35,0.2941,0.5176,0.9
0.4,0.15,40,step,moderate,logor,p_curve,40,1.0,0.1082,0.2194,0.825,0.7372,0.7748,0.9
0.4,0.15,40,step,moderate,logor,p_uniform_star,29,0.725,0.0554,0.1362,1.0,0.4883,0.3326,0.533
0.4,0.15,40,step,moderate,logor,pet_peese,40,1.0,0.025,0.2412,0.75,0.8362,1.0381,1.0
0.4,0.15,40,step,moderate,logor,reml_hksj,40,1.0,0.1771,0.1895,0.4,0.3056,0.5211,0.85
0.4,0.15,40,step,moderate,logor,trim_and_fill,40,1.0,-0.2012,0.2371,0.3,0.1885,0.797,1.0
0.4,0.15,40,step,moderate,logor,ubcma,40,1.0,0.0702,0.1212,0.9,0.4912,0.3109,0.65
0.4,0.15,40,step,moderate,logor,vevea_hedges,40,1.0,0.0746,0.1424,0.85,0.4501,0.4195,0.7
0.4,0.4,10,copas,moderate,logor,adaptshrink_auto,40,1.0,0.0822,0.2847,0.975,1.4402,0.9758,0.85
0.4,0.4,10,copas,moderate,logor,adaptshrink_ens,40,1.0,-0.1285,0.3958,0.825,1.6473,1.1049,0.7
0.4,0.4,10,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.1285,0.3958,0.925,2.235,1.1049,0.7
0.4,0.4,10,copas,moderate,logor,adaptshrink_fast,40,1.0,0.1171,0.3488,0.975,3.5724,1.358,0.9
0.4,0.4,10,copas,moderate,logor,adaptshrink_petgate,40,1.0,0.1101,0.272,0.95,1.1148,0.9248,0.9
0.4,0.4,10,copas,moderate,logor,adaptshrink_solo,40,1.0,0.0907,0.6124,0.875,3.7458,3.058,0.95
0.4,0.4,10,copas,moderate,logor,copas,40,1.0,0.1782,0.2687,0.7,0.6629,0.9304,0.85
0.4,0.4,10,copas,moderate,logor,dl_hksj,40,1.0,0.1901,0.2763,0.875,0.9092,1.0023,0.9
0.4,0.4,10,copas,moderate,logor,henmi_copas,40,1.0,0.1754,0.2627,0.825,0.8446,0.9273,0.85
0.4,0.4,10,copas,moderate,logor,p_curve,33,0.825,0.3374,0.4376,0.818,1.4135,1.4674,1.0
0.4,0.4,10,copas,moderate,logor,p_uniform_star,30,0.75,0.1222,0.3701,0.833,1.1528,1.6747,1.0
0.4,0.4,10,copas,moderate,logor,pet_peese,40,1.0,-0.1385,0.6898,0.75,2.0397,1.7608,0.75
0.4,0.4,10,copas,moderate,logor,reml_hksj,40,1.0,0.1902,0.2768,0.875,0.9056,1.0023,0.9
0.4,0.4,10,copas,moderate,logor,trim_and_fill,40,1.0,-0.29,0.4478,0.375,0.3592,1.5092,0.9
0.4,0.4,10,copas,moderate,logor,ubcma,40,1.0,0.1714,0.3483,0.9,1.0923,1.6445,1.0
0.4,0.4,10,copas,moderate,logor,vevea_hedges,40,1.0,0.1531,0.3526,0.875,1.0308,1.4657,0.9
0.4,0.4,10,step,moderate,logor,adaptshrink_auto,40,1.0,0.0496,0.2623,0.95,1.4852,0.9952,0.95
0.4,0.4,10,step,moderate,logor,adaptshrink_ens,40,1.0,-0.1532,0.3552,0.85,1.6909,1.2115,0.85
0.4,0.4,10,step,moderate,logor,adaptshrink_ens_calib,40,1.0,-0.1532,0.3552,0.975,2.3174,1.2115,0.85
0.4,0.4,10,step,moderate,logor,adaptshrink_fast,40,1.0,0.0902,0.3748,1.0,2.9096,1.2866,0.85
0.4,0.4,10,step,moderate,logor,adaptshrink_petgate,40,1.0,0.1033,0.2565,0.925,1.1657,0.9555,0.95
0.4,0.4,10,step,moderate,logor,adaptshrink_solo,40,1.0,0.0688,0.5757,0.925,3.5237,2.3075,1.0
0.4,0.4,10,step,moderate,logor,copas,40,1.0,0.1878,0.2733,0.775,0.656,0.9385,0.95
0.4,0.4,10,step,moderate,logor,dl_hksj,40,1.0,0.1998,0.2857,0.825,0.8805,0.9854,0.95
0.4,0.4,10,step,moderate,logor,henmi_copas,40,1.0,0.1822,0.2677,0.8,0.8372,0.9365,0.95
0.4,0.4,10,step,moderate,logor,p_curve,33,0.825,0.3254,0.4854,0.697,1.33,1.4774,0.812
0.4,0.4,10,step,moderate,logor,p_uniform_star,33,0.825,0.1409,0.3963,0.848,1.3333,1.4887,0.875
0.4,0.4,10,step,moderate,logor,pet_peese,40,1.0,-0.0729,0.6643,0.7,2.089,2.6244,1.0
0.4,0.4,10,step,moderate,logor,reml_hksj,40,1.0,0.2,0.2862,0.825,0.8764,0.9853,0.95
0.4,0.4,10,step,moderate,logor,trim_and_fill,40,1.0,-0.3295,0.4456,0.225,0.3402,1.5656,0.95
0.4,0.4,10,step,moderate,logor,ubcma,40,1.0,0.1402,0.2853,0.875,0.9646,1.0289,0.9
0.4,0.4,10,step,moderate,logor,vevea_hedges,40,1.0,0.0942,0.3666,0.875,1.0955,1.1951,0.85
0.4,0.4,40,copas,moderate,logor,adaptshrink_auto,40,1.0,0.1571,0.1943,0.8,0.6393,0.7491,1.0
0.4,0.4,40,copas,moderate,logor,adaptshrink_ens,40,1.0,0.0154,0.2417,0.975,1.6408,0.9121,1.0
0.4,0.4,40,copas,moderate,logor,adaptshrink_ens_calib,40,1.0,0.0154,0.2417,0.975,2.2091,0.9121,1.0
