mu,tau,k,mechanism,strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
0.0,0.0,10,none,strong,9,adaptshrink_solo,0.0,0.0611877189266377,-0.1412462027084556,0.2636216405617311,True
0.0,0.0,10,none,strong,9,adaptshrink_ens,0.0,-0.0833941896118854,-0.2249158883234139,0.058127509099643,True
0.0,0.0,10,none,strong,9,adaptshrink_fast,0.0,0.0815190985017848,-0.1523966411944626,0.3154348381980323,True
0.0,0.0,10,none,strong,10,dl_hksj,0.0,0.067290505742895,-0.0264563940123716,0.1610374054981616,True
0.0,0.0,10,none,strong,10,reml_hksj,0.0,0.0672905063719333,-0.0264564000105062,0.1610374127543728,True
0.0,0.0,10,none,strong,10,trim_and_fill,0.0,-0.013276093937677,-0.07423314669368,0.0476809588183259,True
0.0,0.0,10,none,strong,10,pet_peese,0.0,-0.0618496267132589,-0.4313635708915724,0.3076643174650545,True
0.0,0.0,10,none,strong,10,copas,0.0,0.0672901214710463,-0.0139334791378163,0.1485137220799091,True
0.0,0.0,10,none,strong,10,henmi_copas,0.0,0.067290505742895,-0.0092140720637413,0.1437950835495313,True
0.0,0.0,10,none,strong,10,vevea_hedges,0.0,0.0951472333739876,0.0015963212556558,0.1998957414553597,True
0.0,0.0,10,none,strong,10,p_curve,0.0,,,,False
0.0,0.0,10,none,strong,10,p_uniform_star,0.0,0.0951472282267239,0.0015963213059368,,False
0.0,0.0,10,none,strong,10,ubcma,0.0,0.030085240178071,-0.1204382054516919,0.174133471208402,True
0.0,0.0,10,none,strong,10,adaptshrink_solo,0.0,0.038700153073252,-0.3109211535986715,0.3883214597451755,True
0.0,0.0,10,none,strong,10,adaptshrink_ens,0.0,-0.0095218602467349,-0.1496826246518464,0.1306389041583766,True
0.0,0.0,10,none,strong,10,adaptshrink_fast,0.0,0.0679954204486967,-0.94365464499352,1.0796454858909137,True
0.0,0.0,10,none,strong,11,dl_hksj,0.0,0.0529562711757106,-0.048614944454527,0.1545274868059482,True
0.0,0.0,10,none,strong,11,reml_hksj,0.0,0.0586510961700459,-0.0559389873497441,0.1732411796898359,True
0.0,0.0,10,none,strong,11,trim_and_fill,0.0,-0.1057260488330923,-0.162357737334936,-0.0490943603312486,True
0.0,0.0,10,none,strong,11,pet_peese,0.0,-0.0317409207057441,-0.186354159433727,0.1228723180222386,True
0.0,0.0,10,none,strong,11,copas,0.0,0.0567712643336017,-0.0381138407449602,0.1516563694121637,True
0.0,0.0,10,none,strong,11,henmi_copas,0.0,0.0376748669344536,-0.0594614952889816,0.134811229157889,True
0.0,0.0,10,none,strong,11,vevea_hedges,0.0,0.1609070004007057,0.0009251775704325,0.7715176071165419,True
0.0,0.0,10,none,strong,11,p_curve,0.0,,,,False
0.0,0.0,10,none,strong,11,p_uniform_star,0.0,0.1609069986549356,-0.0550661548492633,0.3768801521591347,True
0.0,0.0,10,none,strong,11,ubcma,0.0,-0.0997162223975266,-0.2140113897074972,0.0204838224407869,True
0.0,0.0,10,none,strong,11,adaptshrink_solo,0.0,0.0529562711757106,-0.2872809115871554,0.3931934539385766,True
0.0,0.0,10,none,strong,11,adaptshrink_ens,0.0,-0.1001315762834642,-0.2311939739543544,0.0309308213874259,True
0.0,0.0,10,none,strong,11,adaptshrink_fast,0.0,0.127052086075231,-0.3412346227677729,0.5953387949182349,True
0.0,0.0,10,none,strong,12,dl_hksj,0.0,0.0891759505039557,-0.0847202354298546,0.2630721364377661,True
0.0,0.0,10,none,strong,12,reml_hksj,0.0,0.0889821218607608,-0.0858282041079837,0.2637924478295054,True
0.0,0.0,10,none,strong,12,trim_and_fill,0.0,-0.1686671247096847,-0.2312472649510614,-0.106086984468308,True
0.0,0.0,10,none,strong,12,pet_peese,0.0,0.1807740297456803,-0.0468887370788617,0.4084367965702224,True
0.0,0.0,10,none,strong,12,copas,0.0,0.0897572748822863,-0.0412780360880493,0.2207925858526219,True
0.0,0.0,10,none,strong,12,henmi_copas,0.0,0.1062353078738323,-0.0832659111027457,0.2957365268504105,True
0.0,0.0,10,none,strong,12,vevea_hedges,0.0,0.0553602718239917,-0.0970880834784463,0.2078086271264298,True
0.0,0.0,10,none,strong,12,p_curve,0.0,0.1680729897507957,-0.2002639835802159,0.6504511349442691,True
0.0,0.0,10,none,strong,12,p_uniform_star,0.0,0.0516839356540194,-0.1118062114025208,0.2151740827105597,True
0.0,0.0,10,none,strong,12,ubcma,0.0,0.1040799963660555,-0.1787342817923196,0.3539884618722843,True
0.0,0.0,10,none,strong,12,adaptshrink_solo,0.0,0.0891759505039557,-0.052240749711422,0.2305926507193335,True
0.0,0.0,10,none,strong,12,adaptshrink_ens,0.0,0.1069509821882539,-0.4573897800564163,0.6712917444329242,True
0.0,0.0,10,none,strong,12,adaptshrink_fast,0.0,0.0663372000522842,-0.2128888942092952,0.3455632943138636,True
0.0,0.0,10,none,strong,13,dl_hksj,0.0,0.0526427893090372,-0.0286519235397344,0.1339375021578088,True
0.0,0.0,10,none,strong,13,reml_hksj,0.0,0.0534519061341858,-0.0290677341801832,0.1359715464485549,True
0.0,0.0,10,none,strong,13,trim_and_fill,0.0,-0.0926360461632356,-0.1291015659236212,-0.05617052640285,True
0.0,0.0,10,none,strong,13,pet_peese,0.0,-0.1172398978217574,-0.2367867541929156,0.0023069585494006,True
0.0,0.0,10,none,strong,13,copas,0.0,0.0496994545589151,-0.0171054904360018,0.116504399553832,True
0.0,0.0,10,none,strong,13,henmi_copas,0.0,0.0294985704725349,-0.0549732648241743,0.1139704057692443,True
0.0,0.0,10,none,strong,13,vevea_hedges,0.0,0.5782817199692847,0.0983071695712752,5.54965923497336,True
0.0,0.0,10,none,strong,13,p_curve,0.0,,,,False
0.0,0.0,10,none,strong,13,p_uniform_star,0.0,0.5782826312369332,-0.4962151113912237,1.6527803738650904,True
0.0,0.0,10,none,strong,13,ubcma,0.0,-0.0291117740308593,-0.1138729318898667,0.0633576809549352,True
0.0,0.0,10,none,strong,13,adaptshrink_solo,0.0,-0.0897998781224438,-0.3220195347661834,0.1424197785212957,True
0.0,0.0,10,none,strong,13,adaptshrink_ens,0.0,-0.0911865268828004,-0.1906072838507197,0.0082342300851188,True
0.0,0.0,10,none,strong,13,adaptshrink_fast,0.0,0.3362767537528363,-1.6855191540970158,2.3580726616026886,True
0.0,0.0,10,none,strong,14,dl_hksj,0.0,0.0904421655032754,-0.0932925258248668,0.2741768568314177,True
0.0,0.0,10,none,strong,14,reml_hksj,0.0,0.0903572878765385,-0.0922069672110739,0.272921542964151,True
0.0,0.0,10,none,strong,14,trim_and_fill,0.0,0.0597962649866712,-0.0214441967586923,0.1410367267320348,True
0.0,0.0,10,none,strong,14,pet_peese,0.0,0.1062466856946631,-0.100623684607761,0.3131170559970873,True
0.0,0.0,10,none,strong,14,copas,0.0,0.0900473159937089,-0.0306052734824762,0.210699905469894,True
