mu,tau,k,mechanism,strength,headline,comparator,comp_conv,d_mciw0,ci_lo,ci_hi,verdict
0.0,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0787,-0.1927,-0.024,as_win
0.0,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2917,-0.504,0.0333,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,copas,1.0,-0.0499,-0.176,0.0199,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.0504,-0.1764,0.0388,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0469,-0.1707,0.0145,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,p_curve,0.263,-1.2434,-2.0162,-0.0485,as_win
0.0,0.0,10,copas,strong,adaptshrink_ens,p_uniform_star,0.537,-0.1173,-0.2393,0.0221,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.2579,-0.3796,-0.0698,as_win
0.0,0.0,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.0566,-0.1836,0.0421,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0174,-0.1047,0.0124,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,ubcma,0.925,0.0912,-0.0296,0.3982,tie
0.0,0.0,10,copas,strong,adaptshrink_ens,vevea_hedges,0.975,-0.1268,-0.2473,-0.0116,as_win
0.0,0.0,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.2345,-0.4189,-0.0011,as_win
0.0,0.0,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0898,-0.3456,0.051,tie
0.0,0.0,10,none,strong,adaptshrink_ens,copas,1.0,0.0234,-0.1005,0.1309,tie
0.0,0.0,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.021,-0.1047,0.1232,tie
0.0,0.0,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.0536,-0.0595,0.1463,tie
0.0,0.0,10,none,strong,adaptshrink_ens,p_curve,0.287,-0.6266,-0.8433,-0.4427,as_win
0.0,0.0,10,none,strong,adaptshrink_ens,p_uniform_star,0.562,-0.3122,-0.4888,0.0026,tie
0.0,0.0,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0524,-0.1777,0.0257,tie
0.0,0.0,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.019,-0.1087,0.1182,tie
0.0,0.0,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0278,-0.1019,0.0041,tie
0.0,0.0,10,none,strong,adaptshrink_ens,ubcma,0.95,0.0331,-0.1472,0.1839,tie
0.0,0.0,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.2839,-0.4618,0.0075,tie
0.0,0.0,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1598,-0.1972,0.0668,tie
0.0,0.0,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0918,-0.112,-0.0011,as_win
0.0,0.0,10,step,strong,adaptshrink_ens,copas,1.0,-0.1135,-0.125,0.0051,tie
0.0,0.0,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1058,-0.1183,-0.0011,as_win
0.0,0.0,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1058,-0.1183,0.0107,tie
0.0,0.0,10,step,strong,adaptshrink_ens,p_curve,0.562,-0.2667,-0.4105,-0.1077,as_win
0.0,0.0,10,step,strong,adaptshrink_ens,p_uniform_star,0.575,-0.1902,-0.2527,0.0423,tie
0.0,0.0,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1299,-0.1576,-0.0081,as_win
0.0,0.0,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1183,-0.1714,0.012,tie
0.0,0.0,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0352,-0.0823,0.0267,tie
0.0,0.0,10,step,strong,adaptshrink_ens,ubcma,0.963,-0.451,-0.591,-0.0289,as_win
0.0,0.0,10,step,strong,adaptshrink_ens,vevea_hedges,1.0,-0.2091,-0.2474,0.0331,tie
0.0,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1942,-0.2394,-0.1327,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1433,-0.1968,-0.0878,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,copas,1.0,-0.1491,-0.1934,-0.0879,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.1516,-0.1944,-0.0873,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.1314,-0.192,-0.0894,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,p_curve,0.85,-0.4734,-0.5887,-0.3644,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,p_uniform_star,0.85,-0.2061,-0.2552,-0.1514,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.1414,-0.2075,-0.0689,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.1492,-0.1928,-0.0877,as_win
0.0,0.0,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0367,-0.0672,0.0022,tie
0.0,0.0,40,copas,strong,adaptshrink_ens,ubcma,0.988,-0.018,-0.0388,0.0181,tie
0.0,0.0,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.189,-0.2573,-0.1521,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1494,-0.1846,-0.1012,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1218,-0.2074,-0.091,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,copas,1.0,-0.1142,-0.1303,-0.0812,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.1142,-0.1306,-0.0813,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.1106,-0.125,-0.0766,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,p_curve,0.875,-0.4562,-0.6883,-0.3445,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,p_uniform_star,0.787,-0.1739,-0.2083,-0.1132,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.126,-0.1445,-0.0946,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.1142,-0.1303,-0.0811,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0793,-0.1204,-0.0353,as_win
0.0,0.0,40,none,strong,adaptshrink_ens,ubcma,0.975,0.0118,0.0059,0.0224,as_loss
0.0,0.0,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1746,-0.1999,-0.1045,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.083,-2.13,0.1497,tie
0.0,0.0,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2265,-0.6904,-0.0499,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,copas,1.0,-0.0978,-0.1953,-0.0222,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0977,-0.193,-0.0238,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0884,-0.157,-0.0271,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,p_curve,0.863,-0.2245,-0.6733,-0.032,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,p_uniform_star,0.625,-0.0115,-112.9639,0.1639,tie
0.0,0.0,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.2843,-0.8118,-0.1033,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1145,-0.2055,-0.0244,as_win
0.0,0.0,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0046,-0.0149,0.0626,tie
0.0,0.0,40,step,strong,adaptshrink_ens,ubcma,0.95,-0.1169,-0.8007,0.0576,tie
0.0,0.0,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,0.0675,-3.1543,0.1524,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1675,-0.4585,0.1131,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1061,-0.408,0.0174,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,copas,1.0,-0.0229,-0.1855,0.1316,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.0281,-0.1866,0.1169,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.0299,-0.1803,0.1278,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,p_curve,0.412,-0.6576,-0.9479,-0.3539,as_win
0.0,0.1,10,copas,strong,adaptshrink_ens,p_uniform_star,0.75,-0.2748,-0.5813,0.036,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.0602,-0.5517,0.0459,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.0333,-0.1857,0.1156,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1191,-0.3912,0.001,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,ubcma,0.938,-0.5557,-0.8305,0.068,tie
0.0,0.1,10,copas,strong,adaptshrink_ens,vevea_hedges,0.938,-0.2669,-0.5635,0.0782,tie
0.0,0.1,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.0106,-0.1036,0.083,tie
0.0,0.1,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.462,-0.6988,-0.1501,as_win
0.0,0.1,10,none,strong,adaptshrink_ens,copas,1.0,0.058,-0.0717,0.1387,tie
0.0,0.1,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.0554,-0.0552,0.1392,tie
0.0,0.1,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.0525,-0.0577,0.1058,tie
0.0,0.1,10,none,strong,adaptshrink_ens,p_curve,0.412,-0.754,-2.2648,-0.3739,as_win
0.0,0.1,10,none,strong,adaptshrink_ens,p_uniform_star,0.662,-0.0613,-0.1606,0.0409,tie
0.0,0.1,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.2461,-0.4429,-0.0647,as_win
0.0,0.1,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.0563,-0.0593,0.1403,tie
0.0,0.1,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0469,-0.3098,0.0489,tie
0.0,0.1,10,none,strong,adaptshrink_ens,ubcma,0.887,-0.0069,-0.1245,0.0408,tie
0.0,0.1,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.067,-0.1654,0.054,tie
0.0,0.1,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0772,-0.1947,0.0803,tie
0.0,0.1,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2328,-0.2902,-0.0396,as_win
0.0,0.1,10,step,strong,adaptshrink_ens,copas,1.0,-0.0691,-0.2237,0.0439,tie
0.0,0.1,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0858,-0.2351,0.0547,tie
0.0,0.1,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0506,-0.2084,0.0674,tie
0.0,0.1,10,step,strong,adaptshrink_ens,p_curve,0.713,-0.3303,-1.0496,-0.048,as_win
0.0,0.1,10,step,strong,adaptshrink_ens,p_uniform_star,0.662,-0.0118,-0.2145,0.0853,tie
0.0,0.1,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.2161,-0.3364,-0.032,as_win
0.0,0.1,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0904,-0.2428,0.0439,tie
0.0,0.1,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0327,-0.0182,0.1419,tie
0.0,0.1,10,step,strong,adaptshrink_ens,ubcma,0.9,-0.1628,-0.3225,0.0571,tie
0.0,0.1,10,step,strong,adaptshrink_ens,vevea_hedges,0.95,-0.0282,-0.2006,0.0766,tie
0.0,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1636,-0.238,-0.1182,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1006,-0.1761,-0.0734,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,copas,1.0,-0.0875,-0.1482,-0.0469,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.0909,-0.1484,-0.0472,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0815,-0.1213,-0.0575,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,p_curve,0.988,-0.4609,-0.6642,-0.3276,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,p_uniform_star,0.988,-0.1948,-0.2716,-0.1364,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.1027,-0.1532,-0.0552,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.0886,-0.1495,-0.0469,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0431,-0.0973,-0.0065,as_win
0.0,0.1,40,copas,strong,adaptshrink_ens,ubcma,0.95,0.0126,-0.029,0.0334,tie
0.0,0.1,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1832,-0.264,-0.1331,as_win
0.0,0.1,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0234,-0.0838,0.0544,tie
0.0,0.1,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.055,-0.21,0.0363,tie
0.0,0.1,40,none,strong,adaptshrink_ens,copas,1.0,0.0139,-0.0447,0.091,tie
0.0,0.1,40,none,strong,adaptshrink_ens,dl_hksj,1.0,0.0138,-0.0448,0.0923,tie
0.0,0.1,40,none,strong,adaptshrink_ens,henmi_copas,1.0,0.0013,-0.0579,0.0791,tie
0.0,0.1,40,none,strong,adaptshrink_ens,p_curve,0.988,-0.4431,-0.5651,-0.3529,as_win
0.0,0.1,40,none,strong,adaptshrink_ens,p_uniform_star,0.988,-0.0202,-0.0901,0.0609,tie
0.0,0.1,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.047,-0.1223,0.0406,tie
0.0,0.1,40,none,strong,adaptshrink_ens,reml_hksj,1.0,0.0142,-0.0445,0.0919,tie
0.0,0.1,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0856,-0.156,-0.0167,as_win
0.0,0.1,40,none,strong,adaptshrink_ens,ubcma,0.925,0.0104,-0.0336,0.0299,tie
0.0,0.1,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0273,-0.0889,0.0556,tie
0.0,0.1,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.015,-0.0639,0.0852,tie
0.0,0.1,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0893,-0.1658,-0.0275,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,copas,1.0,-0.0818,-0.155,-0.0307,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0893,-0.1658,-0.036,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0835,-0.1459,-0.0249,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,p_curve,0.925,-0.0609,-0.1875,-0.0162,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,p_uniform_star,0.825,-0.006,-0.0862,0.1002,tie
0.0,0.1,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.0635,-0.1568,-0.0129,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0858,-0.1596,-0.04,as_win
0.0,0.1,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.1161,0.0045,0.1497,as_loss
0.0,0.1,40,step,strong,adaptshrink_ens,ubcma,0.938,-0.0528,-0.2163,0.0023,tie
0.0,0.1,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,0.0297,-0.0724,0.1192,tie
0.0,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.2205,-0.39,-0.0131,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.6126,-0.9465,-0.0381,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,copas,1.0,0.1587,0.0856,0.215,as_loss
0.0,0.3,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.1627,0.0945,0.2159,as_loss
0.0,0.3,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.0886,0.0126,0.1472,as_loss
0.0,0.3,10,copas,strong,adaptshrink_ens,p_curve,0.812,-0.5031,-0.6915,-0.3468,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,p_uniform_star,0.912,-0.2938,-0.4233,-0.0545,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.3308,-0.4662,-0.0033,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.1613,0.0895,0.2156,as_loss
0.0,0.3,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0005,-0.1334,0.1101,tie
0.0,0.3,10,copas,strong,adaptshrink_ens,ubcma,0.938,-0.2298,-0.5912,-0.05,as_win
0.0,0.3,10,copas,strong,adaptshrink_ens,vevea_hedges,0.988,-0.2744,-0.4587,-0.0711,as_win
0.0,0.3,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.2266,-0.0074,0.4686,tie
0.0,0.3,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1879,-0.8305,0.0453,tie
0.0,0.3,10,none,strong,adaptshrink_ens,copas,1.0,0.2733,0.0512,0.5383,as_loss
0.0,0.3,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.2787,0.0425,0.5349,as_loss
0.0,0.3,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.1924,0.0112,0.4524,as_loss
0.0,0.3,10,none,strong,adaptshrink_ens,p_curve,0.713,-0.5069,-0.7734,-0.2443,as_win
0.0,0.3,10,none,strong,adaptshrink_ens,p_uniform_star,1.0,0.2138,-0.0171,0.4486,tie
0.0,0.3,10,none,strong,adaptshrink_ens,pet_peese,1.0,0.0198,-0.4013,0.2799,tie
0.0,0.3,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.2758,0.0468,0.5402,as_loss
0.0,0.3,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.2083,-0.7821,-0.0092,as_win
0.0,0.3,10,none,strong,adaptshrink_ens,ubcma,0.812,-0.0535,-0.2386,0.1648,tie
0.0,0.3,10,none,strong,adaptshrink_ens,vevea_hedges,0.975,0.2063,0.0064,0.4489,as_loss
0.0,0.3,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.1412,-3.848,0.2079,tie
0.0,0.3,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1039,-0.6432,0.049,tie
0.0,0.3,10,step,strong,adaptshrink_ens,copas,1.0,0.1842,0.0053,0.2266,as_loss
0.0,0.3,10,step,strong,adaptshrink_ens,dl_hksj,1.0,0.1892,0.0136,0.2381,as_loss
0.0,0.3,10,step,strong,adaptshrink_ens,henmi_copas,1.0,0.1243,-0.0006,0.1998,tie
0.0,0.3,10,step,strong,adaptshrink_ens,p_curve,0.975,-0.0547,-0.3678,0.0932,tie
0.0,0.3,10,step,strong,adaptshrink_ens,p_uniform_star,0.938,0.1553,-298.0683,0.2517,tie
0.0,0.3,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.075,-0.2704,-0.015,as_win
0.0,0.3,10,step,strong,adaptshrink_ens,reml_hksj,1.0,0.1853,0.0065,0.2292,as_loss
0.0,0.3,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.2397,0.0457,0.3669,as_loss
0.0,0.3,10,step,strong,adaptshrink_ens,ubcma,0.963,-0.1381,-0.3446,0.0264,tie
0.0,0.3,10,step,strong,adaptshrink_ens,vevea_hedges,0.938,0.1573,-6.9075,0.2385,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0177,-0.1671,0.0353,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0003,-0.2739,0.0757,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,copas,1.0,0.0742,-0.0597,0.143,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.0701,-0.0645,0.1402,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.0917,0.0037,0.198,as_loss
0.0,0.3,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.4224,-0.5582,-0.3329,as_win
0.0,0.3,40,copas,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0626,-0.2014,0.0294,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,pet_peese,1.0,0.1262,-0.0056,0.2362,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.0741,-0.0604,0.1425,tie
0.0,0.3,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.224,-0.4085,-0.0657,as_win
0.0,0.3,40,copas,strong,adaptshrink_ens,ubcma,0.588,-0.0945,-0.2721,-0.0337,as_win
0.0,0.3,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0498,-0.1958,0.0357,tie
0.0,0.3,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.1271,0.027,0.2222,as_loss
0.0,0.3,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0226,-0.134,0.13,tie
0.0,0.3,40,none,strong,adaptshrink_ens,copas,1.0,0.1809,0.0758,0.2829,as_loss
0.0,0.3,40,none,strong,adaptshrink_ens,dl_hksj,1.0,0.1806,0.0756,0.2894,as_loss
0.0,0.3,40,none,strong,adaptshrink_ens,henmi_copas,1.0,0.171,0.0263,0.2602,as_loss
0.0,0.3,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.4987,-0.6908,-0.3518,as_win
0.0,0.3,40,none,strong,adaptshrink_ens,p_uniform_star,1.0,0.0997,-0.0051,0.2271,tie
0.0,0.3,40,none,strong,adaptshrink_ens,pet_peese,1.0,0.0517,-0.0698,0.1349,tie
0.0,0.3,40,none,strong,adaptshrink_ens,reml_hksj,1.0,0.1808,0.0757,0.2835,as_loss
0.0,0.3,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.4282,-0.5681,-0.2457,as_win
0.0,0.3,40,none,strong,adaptshrink_ens,ubcma,0.7,-0.2785,-0.4628,-0.0296,as_win
0.0,0.3,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,0.0954,-0.0051,0.2274,tie
0.0,0.3,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.0075,-0.0821,0.1192,tie
0.0,0.3,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1196,-0.3769,-0.0157,as_win
0.0,0.3,40,step,strong,adaptshrink_ens,copas,1.0,-0.0692,-0.1719,0.0419,tie
0.0,0.3,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0685,-0.1703,0.0419,tie
0.0,0.3,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0522,-0.1696,0.0072,tie
0.0,0.3,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.1885,-0.3607,-0.0543,as_win
0.0,0.3,40,step,strong,adaptshrink_ens,p_uniform_star,0.988,0.0529,-0.0662,0.1663,tie
0.0,0.3,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1168,-0.3837,-0.0148,as_win
0.0,0.3,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0708,-0.173,0.0415,tie
0.0,0.3,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.2357,0.0521,0.3433,as_loss
0.0,0.3,40,step,strong,adaptshrink_ens,ubcma,0.85,-0.0773,-0.2171,0.0432,tie
0.0,0.3,40,step,strong,adaptshrink_ens,vevea_hedges,0.988,0.0563,-0.0576,0.1532,tie
0.2,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1374,-0.2906,-0.0231,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1516,-0.2938,-0.0884,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,copas,1.0,-0.1153,-0.2938,-0.0106,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.12,-0.2938,-0.0113,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.1075,-0.2938,-0.0047,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,p_curve,0.975,-0.2067,-0.347,-0.0461,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,p_uniform_star,0.463,-0.1467,-0.2858,-0.0276,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.134,-0.2721,-0.051,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.1222,-0.2961,-0.0184,as_win
0.2,0.0,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1385,-0.2567,0.0039,tie
0.2,0.0,10,copas,strong,adaptshrink_ens,ubcma,0.988,-0.0646,-0.1713,0.0673,tie
0.2,0.0,10,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1548,-0.3187,-0.0292,as_win
0.2,0.0,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0492,-0.1542,0.0701,tie
0.2,0.0,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0786,-0.3587,0.0696,tie
0.2,0.0,10,none,strong,adaptshrink_ens,copas,1.0,0.055,-0.0437,0.1504,tie
0.2,0.0,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.0592,-0.0423,0.1527,tie
0.2,0.0,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.0264,-0.061,0.1444,tie
0.2,0.0,10,none,strong,adaptshrink_ens,p_curve,0.975,-0.1785,-0.3064,-0.0387,as_win
0.2,0.0,10,none,strong,adaptshrink_ens,p_uniform_star,0.613,-0.0773,-0.1742,0.0479,tie
0.2,0.0,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0783,-0.207,0.0036,tie
0.2,0.0,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.0556,-0.0441,0.1516,tie
0.2,0.0,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1465,-0.326,-0.0266,as_win
0.2,0.0,10,none,strong,adaptshrink_ens,ubcma,0.988,0.0346,-0.1389,0.1551,tie
0.2,0.0,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.065,-0.1719,0.0556,tie
0.2,0.0,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0729,-0.1217,0.0141,tie
0.2,0.0,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1387,-0.202,-0.0097,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,copas,1.0,-0.1161,-0.1659,-0.0097,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1185,-0.1725,-0.0097,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1161,-0.1645,-0.0097,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,p_curve,0.988,-0.0979,-0.1528,0.045,tie
