mu,tau,k,mechanism,strength,outcome,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.0,0.4,10,none,strong,logor,dl_hksj,40,1.0,0.0902,0.1786,1.0,0.7676,0.625,0.9
0.0,0.4,10,none,strong,logor,henmi_copas,40,1.0,0.1041,0.1874,0.925,0.7721,0.6719,0.95
0.0,0.4,10,none,strong,logor,p_curve,13,0.325,0.7516,0.8001,0.538,1.5039,2.0739,1.0
0.0,0.4,10,none,strong,logor,p_uniform_star,37,0.925,0.1888,0.5079,1.0,1.7415,1.0591,0.895
0.0,0.4,10,none,strong,logor,pet_peese,40,1.0,0.2737,0.6049,0.8,1.6723,2.3095,1.0
0.0,0.4,10,none,strong,logor,reml_hksj,40,1.0,0.0902,0.1784,1.0,0.7604,0.6256,0.9
0.0,0.4,10,none,strong,logor,trim_and_fill,40,1.0,-0.4726,0.531,0.1,0.3026,1.6854,0.95
0.0,0.4,10,none,strong,logor,ubcma,40,1.0,-0.0426,0.2679,0.95,0.9741,0.7928,0.8
0.0,0.4,10,none,strong,logor,vevea_hedges,36,0.9,0.1262,0.2586,0.917,0.97,1.0035,0.941
0.0,0.4,10,step,strong,logor,adaptshrink_auto,40,1.0,0.2872,0.4504,0.9,1.4221,1.4426,0.85
0.0,0.4,10,step,strong,logor,adaptshrink_ens,40,1.0,0.145,0.4858,0.825,1.9297,1.2143,0.75
0.0,0.4,10,step,strong,logor,adaptshrink_ens_calib,40,1.0,0.145,0.4858,0.975,2.6306,1.2143,0.75
0.0,0.4,10,step,strong,logor,adaptshrink_fast,40,1.0,0.2554,0.4085,1.0,2.8818,1.3357,0.85
0.0,0.4,10,step,strong,logor,adaptshrink_petgate,40,1.0,0.3024,0.4601,0.8,1.1734,1.4426,0.75
0.0,0.4,10,step,strong,logor,adaptshrink_solo,40,1.0,0.3931,0.7587,0.9,2.9666,3.0339,0.95
0.0,0.4,10,step,strong,logor,copas,40,1.0,0.3685,0.4965,0.55,0.6369,1.7423,0.95
0.0,0.4,10,step,strong,logor,dl_hksj,40,1.0,0.3669,0.4951,0.675,0.8751,1.7231,0.9
0.0,0.4,10,step,strong,logor,henmi_copas,40,1.0,0.3766,0.5047,0.625,0.8194,1.7722,1.0
0.0,0.4,10,step,strong,logor,p_curve,23,0.575,0.7107,0.7482,0.435,1.317,2.1523,0.917
0.0,0.4,10,step,strong,logor,p_uniform_star,34,0.85,1.0775,5.301,0.912,1.2685,16.5381,1.0
0.0,0.4,10,step,strong,logor,pet_peese,40,1.0,0.533,1.0851,0.725,1.8385,3.1746,0.95
0.0,0.4,10,step,strong,logor,reml_hksj,40,1.0,0.3679,0.4964,0.675,0.8698,1.7262,0.9
0.0,0.4,10,step,strong,logor,trim_and_fill,40,1.0,-0.1416,0.4552,0.175,0.3429,1.2194,0.75
0.0,0.4,10,step,strong,logor,ubcma,40,1.0,0.284,0.5263,0.675,1.039,1.8655,0.9
0.0,0.4,10,step,strong,logor,vevea_hedges,39,0.975,0.2265,0.3799,0.795,1.1191,1.1468,0.7
0.0,0.4,40,copas,strong,logor,adaptshrink_auto,40,1.0,0.2131,0.27,0.725,0.9205,0.683,0.65
0.0,0.4,40,copas,strong,logor,adaptshrink_ens,40,1.0,0.1215,0.2247,0.975,1.1272,0.783,0.8
0.0,0.4,40,copas,strong,logor,adaptshrink_ens_calib,40,1.0,0.1215,0.2247,1.0,1.5272,0.783,0.8
0.0,0.4,40,copas,strong,logor,adaptshrink_fast,40,1.0,0.4078,0.4281,0.825,1.4367,1.0431,0.75
0.0,0.4,40,copas,strong,logor,adaptshrink_petgate,40,1.0,0.2978,0.3146,0.375,0.5046,0.8283,0.7
0.0,0.4,40,copas,strong,logor,adaptshrink_solo,40,1.0,0.2407,0.3242,0.675,1.2205,0.8881,0.85
0.0,0.4,40,copas,strong,logor,copas,40,1.0,0.3713,0.3778,0.0,0.3079,0.8374,0.7
0.0,0.4,40,copas,strong,logor,dl_hksj,40,1.0,0.3728,0.3792,0.0,0.3332,0.8397,0.7
0.0,0.4,40,copas,strong,logor,henmi_copas,40,1.0,0.3635,0.3698,0.0,0.3285,0.8306,0.65
0.0,0.4,40,copas,strong,logor,p_curve,34,0.85,0.6129,0.6502,0.5,1.1546,1.7668,0.889
0.0,0.4,40,copas,strong,logor,p_uniform_star,32,0.8,0.4477,0.4653,0.0,0.5917,1.1563,0.75
0.0,0.4,40,copas,strong,logor,pet_peese,40,1.0,0.1111,0.3058,0.875,0.9727,0.9878,0.85
0.0,0.4,40,copas,strong,logor,reml_hksj,40,1.0,0.3721,0.3786,0.0,0.3357,0.8395,0.7
0.0,0.4,40,copas,strong,logor,trim_and_fill,40,1.0,-0.0266,0.0824,0.65,0.1908,0.3026,0.95
0.0,0.4,40,copas,strong,logor,ubcma,39,0.975,0.3628,0.3929,0.513,0.7214,1.0421,0.85
0.0,0.4,40,copas,strong,logor,vevea_hedges,40,1.0,0.422,0.442,0.025,0.5335,1.0386,0.75
0.0,0.4,40,none,strong,logor,adaptshrink_auto,40,1.0,0.079,0.1238,0.925,0.8003,0.4192,0.95
0.0,0.4,40,none,strong,logor,adaptshrink_ens,40,1.0,-0.0221,0.1708,1.0,2.1972,0.5602,0.8
0.0,0.4,40,none,strong,logor,adaptshrink_ens_calib,40,1.0,-0.0221,0.1708,1.0,2.8899,0.5602,0.8
0.0,0.4,40,none,strong,logor,adaptshrink_fast,40,1.0,0.088,0.1333,1.0,0.7397,0.5345,1.0
0.0,0.4,40,none,strong,logor,adaptshrink_petgate,40,1.0,0.078,0.1225,0.925,0.7836,0.4192,0.95
0.0,0.4,40,none,strong,logor,adaptshrink_solo,40,1.0,0.182,0.296,0.85,0.7278,1.021,0.9
0.0,0.4,40,none,strong,logor,copas,40,1.0,0.1014,0.1261,0.8,0.3124,0.4192,1.0
0.0,0.4,40,none,strong,logor,dl_hksj,40,1.0,0.1015,0.1262,0.8,0.33,0.4183,1.0
0.0,0.4,40,none,strong,logor,henmi_copas,40,1.0,0.1089,0.1339,0.775,0.339,0.4627,1.0
0.0,0.4,40,none,strong,logor,p_curve,36,0.9,0.5483,0.61,0.472,1.3047,1.742,1.0
0.0,0.4,40,none,strong,logor,p_uniform_star,40,1.0,0.0833,0.1265,0.925,0.4367,0.4977,1.0
0.0,0.4,40,none,strong,logor,pet_peese,40,1.0,0.1511,0.2587,0.725,0.7182,0.8421,0.9
0.0,0.4,40,none,strong,logor,reml_hksj,40,1.0,0.1013,0.126,0.8,0.33,0.4186,1.0
0.0,0.4,40,none,strong,logor,trim_and_fill,40,1.0,-0.4483,0.462,0.0,0.1555,1.2183,0.85
0.0,0.4,40,none,strong,logor,ubcma,37,0.925,0.0482,0.1805,0.919,0.9675,0.5625,0.833
0.0,0.4,40,none,strong,logor,vevea_hedges,40,1.0,0.0833,0.1279,0.925,0.4322,0.5046,1.0
0.0,0.4,40,step,strong,logor,adaptshrink_auto,40,1.0,0.4767,0.5057,0.575,1.2997,1.4016,0.85
0.0,0.4,40,step,strong,logor,adaptshrink_ens,40,1.0,0.3372,0.4478,0.925,1.8534,1.2972,0.8
0.0,0.4,40,step,strong,logor,adaptshrink_ens_calib,40,1.0,0.3372,0.4478,0.95,2.5075,1.2972,0.8
0.0,0.4,40,step,strong,logor,adaptshrink_fast,40,1.0,0.2185,0.3418,0.975,2.1132,1.2421,0.95
0.0,0.4,40,step,strong,logor,adaptshrink_petgate,40,1.0,0.5259,0.556,0.375,1.0414,1.6185,1.0
0.0,0.4,40,step,strong,logor,adaptshrink_solo,40,1.0,0.6074,0.6751,0.475,1.9271,2.483,1.0
0.0,0.4,40,step,strong,logor,copas,40,1.0,0.5502,0.5793,0.125,0.5897,1.6572,0.95
0.0,0.4,40,step,strong,logor,dl_hksj,40,1.0,0.5492,0.5788,0.25,0.7519,1.6578,0.95
0.0,0.4,40,step,strong,logor,henmi_copas,40,1.0,0.5488,0.5759,0.275,0.7201,1.6572,1.0
0.0,0.4,40,step,strong,logor,p_curve,35,0.875,0.5676,0.6302,0.457,1.1967,1.6527,0.778
0.0,0.4,40,step,strong,logor,p_uniform_star,37,0.925,-6.5789,40.9519,0.838,1.0097,50.7729,1.0
0.0,0.4,40,step,strong,logor,pet_peese,40,1.0,0.4351,0.6448,0.725,1.5733,2.1424,0.95
0.0,0.4,40,step,strong,logor,reml_hksj,40,1.0,0.5496,0.5792,0.25,0.7513,1.6599,0.95
0.0,0.4,40,step,strong,logor,trim_and_fill,40,1.0,0.0257,0.3423,0.275,0.3018,1.3004,0.95
0.0,0.4,40,step,strong,logor,ubcma,39,0.975,0.543,0.6023,0.282,0.8509,1.611,0.75
0.0,0.4,40,step,strong,logor,vevea_hedges,40,1.0,0.2071,0.3409,0.825,1.0163,1.1662,0.85
0.4,0.15,10,copas,strong,logor,adaptshrink_auto,40,1.0,0.0709,0.1867,1.0,1.507,0.6064,0.8
0.4,0.15,10,copas,strong,logor,adaptshrink_ens,40,1.0,0.0554,0.1752,1.0,1.2121,0.6064,0.85
0.4,0.15,10,copas,strong,logor,adaptshrink_ens_calib,40,1.0,0.0554,0.1752,1.0,1.611,0.6064,0.85
0.4,0.15,10,copas,strong,logor,adaptshrink_fast,40,1.0,0.162,0.2602,1.0,5.5615,0.8673,0.95
0.4,0.15,10,copas,strong,logor,adaptshrink_petgate,40,1.0,0.2038,0.24,0.85,0.8114,0.7906,0.95
0.4,0.15,10,copas,strong,logor,adaptshrink_solo,40,1.0,0.0842,0.3791,0.85,2.3232,1.1096,0.9
0.4,0.15,10,copas,strong,logor,copas,40,1.0,0.2629,0.2813,0.375,0.4826,0.8148,0.9
0.4,0.15,10,copas,strong,logor,dl_hksj,40,1.0,0.2643,0.2829,0.65,0.6223,0.8148,0.9
0.4,0.15,10,copas,strong,logor,henmi_copas,40,1.0,0.2612,0.2792,0.35,0.4835,0.8148,0.9
0.4,0.15,10,copas,strong,logor,p_curve,32,0.8,0.1612,0.2675,0.906,1.3167,0.9327,0.938
0.4,0.15,10,copas,strong,logor,pet_peese,40,1.0,-0.0656,0.4911,0.925,2.3089,1.2433,0.75
0.4,0.15,10,copas,strong,logor,reml_hksj,40,1.0,0.2637,0.2825,0.675,0.623,0.8148,0.95
0.4,0.15,10,copas,strong,logor,trim_and_fill,40,1.0,-0.0372,0.1306,0.925,0.3477,0.31,0.85
0.4,0.15,10,copas,strong,logor,ubcma,40,1.0,0.226,0.2807,0.85,0.867,0.9128,0.9
0.4,0.15,10,copas,strong,logor,vevea_hedges,40,1.0,0.2259,0.2861,0.8,0.8035,1.2151,1.0
0.4,0.15,10,none,strong,logor,adaptshrink_auto,40,1.0,-0.1066,0.194,1.0,1.4651,0.6455,0.9
0.4,0.15,10,none,strong,logor,adaptshrink_ens,40,1.0,-0.1931,0.2637,0.975,1.4817,0.914,0.9
0.4,0.15,10,none,strong,logor,adaptshrink_ens_calib,40,1.0,-0.1931,0.2637,1.0,2.0136,0.914,0.9
0.4,0.15,10,none,strong,logor,adaptshrink_fast,40,1.0,0.0586,0.2134,1.0,2.7677,0.7621,0.95
0.4,0.15,10,none,strong,logor,adaptshrink_petgate,40,1.0,0.0046,0.1237,1.0,0.7586,0.4961,1.0
0.4,0.15,10,none,strong,logor,adaptshrink_solo,40,1.0,0.0097,0.3258,1.0,2.0929,1.2891,0.9
0.4,0.15,10,none,strong,logor,copas,40,1.0,0.0465,0.1333,0.925,0.4525,0.52,0.95
0.4,0.15,10,none,strong,logor,dl_hksj,40,1.0,0.0466,0.1335,1.0,0.5544,0.5293,0.95
0.4,0.15,10,none,strong,logor,henmi_copas,40,1.0,0.0478,0.1343,0.95,0.4962,0.4933,0.95
0.4,0.15,10,none,strong,logor,p_curve,24,0.6,0.2734,0.3554,0.958,1.2221,1.395,1.0
0.4,0.15,10,none,strong,logor,p_uniform_star,26,0.65,0.1043,0.2652,0.962,0.9111,0.9546,1.0
0.4,0.15,10,none,strong,logor,pet_peese,40,1.0,-0.1066,0.4609,0.9,1.7364,1.6814,0.9
0.4,0.15,10,none,strong,logor,reml_hksj,40,1.0,0.0466,0.1337,1.0,0.5565,0.5279,0.95
0.4,0.15,10,none,strong,logor,trim_and_fill,40,1.0,-0.3697,0.4102,0.125,0.3042,1.5531,1.0
0.4,0.15,10,none,strong,logor,ubcma,40,1.0,-0.0278,0.1819,0.925,0.8133,0.8409,1.0
0.4,0.15,10,none,strong,logor,vevea_hedges,40,1.0,0.0731,0.2247,0.9,0.7963,0.7965,0.95
0.4,0.15,10,step,strong,logor,adaptshrink_auto,40,1.0,0.0658,0.1772,1.0,1.3615,0.6886,1.0
0.4,0.15,10,step,strong,logor,adaptshrink_ens,40,1.0,0.0661,0.1774,0.975,1.0599,0.6886,1.0
0.4,0.15,10,step,strong,logor,adaptshrink_ens_calib,40,1.0,0.0661,0.1774,1.0,1.3903,0.6886,1.0
0.4,0.15,10,step,strong,logor,adaptshrink_fast,40,1.0,-3.7402,22.7819,1.0,96.3066,0.6773,0.85
0.4,0.15,10,step,strong,logor,adaptshrink_petgate,40,1.0,0.2256,0.2543,0.825,0.8019,0.8167,1.0
0.4,0.15,10,step,strong,logor,adaptshrink_solo,40,1.0,0.0202,0.3812,0.85,2.4172,1.0704,0.9
0.4,0.15,10,step,strong,logor,copas,40,1.0,0.2882,0.3127,0.275,0.4612,0.8189,0.85
0.4,0.15,10,step,strong,logor,dl_hksj,40,1.0,0.2883,0.3131,0.45,0.6053,0.8189,0.85
