cell,strength,method,n,bias1,bias2,rmse,raw_cov,raw_area,mciw0_area,mciw0_cov,kappa,mciw_area,mciw_cov
k20_p0.1_sparse,none,adaptshrink_dta,600,-0.5847,-0.1725,0.6707,0.258,0.722,2.8485,0.96,3.635,2.6471,0.96
k20_p0.1_sparse,none,hsroc,600,-0.4283,-0.0715,0.5281,0.507,0.7123,1.894,0.957,3.03,2.1746,0.947
k20_p0.1_sparse,none,reitsma,600,-0.5683,-0.1683,0.6564,0.26,0.6961,2.7392,0.957,3.757,2.6337,0.953
k20_p0.1_sparse,none,reitsma_indep,600,-0.6032,-0.1759,0.6894,0.208,0.6931,2.9445,0.957,3.965,2.7662,0.963
k20_p0.1_sparse,none,reitsma_reml,600,-0.5664,-0.1631,0.6534,0.277,0.7213,2.7114,0.957,3.613,2.6259,0.95
k20_p0.1_sparse,none,sep_univariate,600,-0.6086,-0.1709,0.6943,0.2,0.7063,2.9876,0.957,4.012,2.8283,0.963
k20_p0.1_sparse,strong,adaptshrink_dta,600,-0.2658,0.0426,0.3862,0.845,0.7611,0.9762,0.903,1.59,1.2246,0.95
k20_p0.1_sparse,strong,hsroc,600,-0.1021,0.1544,0.3477,0.862,0.7418,0.959,0.943,1.432,1.0722,0.947
k20_p0.1_sparse,strong,reitsma,600,-0.2478,0.0468,0.3755,0.842,0.7254,0.9537,0.91,1.577,1.1556,0.95
k20_p0.1_sparse,strong,reitsma_indep,600,-0.3006,0.0366,0.4149,0.765,0.7188,1.1972,0.95,1.823,1.3182,0.92
k20_p0.1_sparse,strong,reitsma_reml,600,-0.2455,0.0539,0.3748,0.855,0.7509,0.9673,0.917,1.496,1.1345,0.943
k20_p0.1_sparse,strong,sep_univariate,600,-0.3133,0.0449,0.4289,0.74,0.7352,1.1946,0.93,2.054,1.5224,0.923
k20_p0.3_sparse,moderate,adaptshrink_dta,600,-0.2147,-0.0892,0.3503,0.728,0.5894,1.0954,0.943,2.124,1.2646,0.933
k20_p0.3_sparse,moderate,hsroc,600,-0.0554,0.0298,0.2805,0.892,0.5803,0.5903,0.907,1.279,0.7412,0.93
k20_p0.3_sparse,moderate,reitsma,600,-0.2028,-0.0825,0.3427,0.697,0.5394,1.0673,0.947,2.354,1.2803,0.947
k20_p0.3_sparse,moderate,reitsma_indep,600,-0.2418,-0.1026,0.3731,0.67,0.5661,1.2104,0.937,2.192,1.246,0.937
k20_p0.3_sparse,moderate,reitsma_reml,600,-0.1969,-0.0764,0.3372,0.733,0.5683,1.0213,0.947,2.103,1.2006,0.947
k20_p0.3_sparse,moderate,sep_univariate,600,-0.2408,-0.0945,0.3694,0.692,0.5933,1.1527,0.93,2.149,1.2793,0.937
k20_p0.3_sparse,none,adaptshrink_dta,600,-0.3532,-0.2022,0.4871,0.368,0.5617,1.836,0.917,3.534,1.9889,0.943
k20_p0.3_sparse,none,hsroc,600,-0.2024,-0.0896,0.3609,0.663,0.5645,1.074,0.943,2.798,1.5755,0.963
k20_p0.3_sparse,none,reitsma,600,-0.3396,-0.1941,0.4757,0.317,0.5185,1.7678,0.953,4.871,2.529,0.97
k20_p0.3_sparse,none,reitsma_indep,600,-0.3736,-0.2131,0.5073,0.353,0.547,2.0554,0.93,4.241,2.3099,0.957
k20_p0.3_sparse,none,reitsma_reml,600,-0.3351,-0.1889,0.4701,0.362,0.5481,1.7256,0.943,3.975,2.1802,0.953
k20_p0.3_sparse,none,sep_univariate,600,-0.3716,-0.2068,0.5026,0.377,0.5784,2.0321,0.93,3.87,2.2245,0.957
k20_p0.3_sparse,strong,adaptshrink_dta,600,-0.072,0.0112,0.2812,0.905,0.6358,0.6334,0.943,1.353,0.8597,0.95
k20_p0.3_sparse,strong,hsroc,600,0.0881,0.1361,0.3301,0.802,0.5969,1.1955,0.987,1.847,1.0906,0.973
k20_p0.3_sparse,strong,reitsma,600,-0.0553,0.0196,0.2804,0.89,0.5661,0.6517,0.953,1.455,0.8198,0.943
k20_p0.3_sparse,strong,reitsma_indep,600,-0.1107,-0.0063,0.2964,0.852,0.5888,0.6359,0.917,1.711,0.999,0.943
k20_p0.3_sparse,strong,reitsma_reml,600,-0.0485,0.027,0.2789,0.91,0.594,0.6319,0.95,1.376,0.8114,0.943
k20_p0.3_sparse,strong,sep_univariate,600,-0.1129,0.0022,0.2954,0.868,0.6122,0.6497,0.933,1.693,1.0248,0.953
k6_p0.1_sparse,moderate,adaptshrink_dta,600,-0.4026,-0.0647,0.6622,0.768,2.2745,3.7812,0.95,2.221,5.1298,0.93
k6_p0.1_sparse,moderate,hsroc,600,-0.2537,0.0361,0.5995,0.813,2.2386,3.2334,0.94,2.251,5.1002,0.96
k6_p0.1_sparse,moderate,reitsma,600,-0.3789,-0.0604,0.648,0.75,2.1551,3.7308,0.95,2.221,4.8463,0.923
k6_p0.1_sparse,moderate,reitsma_indep,600,-0.4214,-0.0683,0.6792,0.725,2.1118,3.9076,0.947,2.381,5.1077,0.927
k6_p0.1_sparse,moderate,reitsma_reml,600,-0.3689,-0.0412,0.64,0.798,2.4264,3.6792,0.95,1.786,4.3876,0.927
k6_p0.1_sparse,moderate,sep_univariate,600,-0.4181,-0.0499,0.6731,0.773,2.3873,3.7941,0.953,1.99,4.8147,0.933
k6_p0.1_sparse,none,adaptshrink_dta,600,-0.5608,-0.1828,0.7781,0.677,2.3165,4.7412,0.917,2.567,5.9983,0.93
k6_p0.1_sparse,none,hsroc,600,-0.4278,-0.0878,0.6812,0.74,2.2645,3.6802,0.923,2.152,4.8857,0.93
k6_p0.1_sparse,none,reitsma,600,-0.5413,-0.1797,0.7627,0.643,2.1901,4.8169,0.917,2.81,6.2012,0.93
k6_p0.1_sparse,none,reitsma_indep,600,-0.5778,-0.1854,0.7942,0.635,2.1478,4.8181,0.917,2.913,6.2979,0.94
k6_p0.1_sparse,none,reitsma_reml,600,-0.5325,-0.161,0.7487,0.71,2.4835,4.3023,0.923,2.157,5.3588,0.917
k6_p0.1_sparse,none,sep_univariate,600,-0.5735,-0.1695,0.785,0.688,2.4428,4.5731,0.927,2.349,5.76,0.94
k6_p0.1_sparse,strong,adaptshrink_dta,600,-0.2665,0.0233,0.5772,0.837,2.3091,2.728,0.943,1.863,4.2644,0.937
k6_p0.1_sparse,strong,hsroc,600,-0.1182,0.1285,0.5538,0.838,2.2735,2.5065,0.943,2.051,4.6096,0.967
k6_p0.1_sparse,strong,reitsma,600,-0.2376,0.0288,0.5627,0.833,2.1868,2.6427,0.937,1.847,3.9898,0.937
k6_p0.1_sparse,strong,reitsma_indep,600,-0.2893,0.0179,0.5963,0.795,2.1283,2.9178,0.943,2.273,4.8084,0.95
k6_p0.1_sparse,strong,reitsma_reml,600,-0.2273,0.0501,0.5584,0.86,2.4484,2.6274,0.94,1.568,3.7753,0.927
k6_p0.1_sparse,strong,sep_univariate,600,-0.2879,0.0377,0.5946,0.83,2.3926,2.9109,0.947,2.053,4.8723,0.957
k6_p0.3_sparse,moderate,adaptshrink_dta,600,-0.1952,-0.1023,0.5439,0.783,1.8587,2.3344,0.907,2.126,3.9938,0.923
k6_p0.3_sparse,moderate,hsroc,600,-0.0359,0.0107,0.5271,0.825,1.7687,2.2711,0.933,2.103,3.7561,0.947
k6_p0.3_sparse,moderate,reitsma,600,-0.1727,-0.0935,0.5413,0.768,1.6661,2.3085,0.907,2.147,3.6127,0.91
k6_p0.3_sparse,moderate,reitsma_indep,600,-0.2218,-0.1107,0.5585,0.72,1.6449,2.5067,0.903,2.455,4.0881,0.913
k6_p0.3_sparse,moderate,reitsma_reml,600,-0.1527,-0.0748,0.5326,0.81,1.9201,2.2442,0.897,2.124,4.1224,0.93
k6_p0.3_sparse,moderate,sep_univariate,600,-0.2019,-0.0914,0.5396,0.795,1.9751,2.2519,0.9,2.041,4.1207,0.937
k6_p0.3_sparse,none,adaptshrink_dta,600,-0.3226,-0.206,0.6191,0.697,1.8321,3.4923,0.937,2.907,5.4179,0.953
k6_p0.3_sparse,none,hsroc,600,-0.1815,-0.0956,0.5396,0.762,1.7518,2.5892,0.933,2.236,3.9569,0.93
k6_p0.3_sparse,none,reitsma,600,-0.3019,-0.197,0.6043,0.652,1.6324,3.6075,0.943,3.186,5.2652,0.95
k6_p0.3_sparse,none,reitsma_indep,600,-0.3434,-0.2144,0.638,0.62,1.637,3.699,0.933,3.391,5.6275,0.95
k6_p0.3_sparse,none,reitsma_reml,600,-0.2843,-0.1773,0.5853,0.718,1.8982,3.1286,0.937,2.425,4.6506,0.937
k6_p0.3_sparse,none,sep_univariate,600,-0.3264,-0.196,0.616,0.715,1.9804,3.3118,0.933,2.051,4.1061,0.913
k6_p0.3_sparse,strong,adaptshrink_dta,600,-0.0734,0.0046,0.5249,0.83,1.9223,2.1198,0.927,2.217,4.3748,0.947
k6_p0.3_sparse,strong,hsroc,600,0.0875,0.1241,0.5621,0.837,1.7927,2.3242,0.923,2.127,3.9122,0.973
k6_p0.3_sparse,strong,reitsma,600,-0.0431,0.0175,0.5265,0.815,1.7059,2.1055,0.927,2.047,3.5654,0.933
k6_p0.3_sparse,strong,reitsma_indep,600,-0.1048,-0.008,0.5328,0.783,1.6761,2.3013,0.937,2.544,4.3794,0.943
k6_p0.3_sparse,strong,reitsma_reml,600,-0.0196,0.04,0.5232,0.86,1.9579,1.9279,0.917,1.932,3.8835,0.967
k6_p0.3_sparse,strong,sep_univariate,600,-0.0867,0.0131,0.5204,0.838,1.9886,2.1685,0.927,1.996,4.105,0.943
