ma,specialty,y,within,within_sd,mu_cold,sd_cold,aact
aact_diabetesme_insulin,clinical_medicine,-0.2231435513142097,0.15824230215563578,0.6808422837931359,0.9860904098931559,0.7555703953783761,True
aact_diabetesme_insulin,clinical_medicine,0.1043600153242428,0.18270181736865826,0.7209551613918151,0.7174436046781367,0.7570377069013555,True
aact_diabetesme_insulin,clinical_medicine,-0.6296091597559575,0.10730458983897194,0.6606226106801165,0.9189195687990979,0.7552780048754062,True
aact_diabetesme_insulin,clinical_medicine,-0.0725706928348353,0.0742035063862781,0.6692574240593333,0.9796455583220411,0.7555031337045086,True
aact_diabetesme_insulin,clinical_medicine,-0.1053605156578262,0.08018004015579117,0.6777664706080679,0.8615791455676758,0.7554629557784409,True
aact_diabetesme_insulin,clinical_medicine,0.0198026272961797,0.157841649482352,0.6984241840645227,0.8198747423013755,0.7557647204748992,True
aact_diabetesme_insulin,clinical_medicine,-0.2231435513142097,0.07631968577650898,0.6663239763561881,1.008593283687963,0.7559312290966573,True
aact_diabetesme_insulin,clinical_medicine,-0.8603830999358592,0.14006146104187192,0.608133379518471,0.7237350240496683,0.7569370572396035,True
aact_diabetesme_triazoles,clinical_medicine,1.3862943611198906,0.605032935891353,0.52482295915641,0.7188570711344524,0.7523621674010489,True
aact_diabetesme_triazoles,clinical_medicine,1.2809338454620642,0.6692064721324937,0.5512973589297613,0.8264268805921705,0.752292133857904,True
aact_diabetesme_triazoles,clinical_medicine,-0.4004775665971252,0.8905512193122178,0.33621710818361267,0.6823264813015423,0.7528381376695528,True
aact_diabetesme_triazoles,clinical_medicine,2.0001277349601105,0.6753538253537205,0.5239567566061332,0.9235064114067308,0.7536317968601285,True
aact_diabetesme_triazoles,clinical_medicine,0.6931471805599453,0.699818237805358,0.5921627205770648,0.7125799958655423,0.7524360583157642,True
aact_diabetesme_triazoles,clinical_medicine,1.0818051703517284,0.6625475984514889,0.5712850558717371,0.7976703163848081,0.752100520333068,True
aact_diabetesme_triazoles,clinical_medicine,0.5877866649021191,0.7257843117775463,0.6083086560529959,0.6663133078844422,0.7531844382638976,True
aact_diabetesme_triazoles,clinical_medicine,0.7466879474879751,0.6790462559072111,0.6505225882135768,0.55370134597115,0.7553224020008814,True
aact_depressive_piperazine,psychiatry,-0.7550225842780328,0.5895734732664392,0.38175713980029846,0.2771954706841212,0.7695452835804542,True
aact_depressive_piperazine,psychiatry,0.2231435513142097,0.5335596366793064,0.5471341984724102,0.12676213238374012,0.7729940048013472,True
aact_depressive_piperazine,psychiatry,0.5810976767513224,0.472645993224608,0.5452535132559788,0.15129523927732352,0.7740330501903137,True
aact_depressive_piperazine,psychiatry,0.29266961396282,0.5058828908519211,0.5500524498910869,0.20196451819878586,0.7698309700462541,True
aact_depressive_piperazine,psychiatry,0.6043159668533296,0.4565946427467897,0.565413669597102,0.10398290318332903,0.7737807054271145,True
aact_depressive_piperazine,psychiatry,1.1410330045520618,0.3989587696806323,0.48724121965848477,0.19684940504825113,0.7710816833849143,True
aact_depressive_piperazine,psychiatry,1.2119409739751128,0.38610190810326,0.47248660420179567,0.19891697947754286,0.7705966171894327,True
aact_depressive_piperazine,psychiatry,0.208638865111328,0.5151262224795428,0.5382455912021439,0.20973968425604328,0.7704541165527855,True
aact_diabetesme_thiophenes,clinical_medicine,1.2178757094949273,1.6672703095169559,0.49807141217172063,0.8645068161965708,0.7234807392534465,True
aact_diabetesme_thiophenes,clinical_medicine,1.4996230464268938,1.6653685862989787,0.5481566385829626,0.7059635046305212,0.7227383391365463,True
aact_diabetesme_thiophenes,clinical_medicine,2.174751721484161,1.562418917390366,0.48133986766616277,0.8111568350899135,0.7229494550504866,True
aact_diabetesme_thiophenes,clinical_medicine,1.682688374173693,1.6263555188357988,0.5154722122082468,0.8459610509929365,0.7233636889326848,True
aact_diabetesme_thiophenes,clinical_medicine,1.1908875647772803,1.6948934902744255,0.4960883067741645,0.8039335020665874,0.7228098441002807,True
aact_diabetesme_thiophenes,clinical_medicine,2.681706225762608,1.4937156370938467,0.33394286718833727,0.8067878949433709,0.7229155793698856,True
aact_diabetesme_thiophenes,clinical_medicine,1.47932922708708,1.672069045044077,0.5482291754846335,0.7003328142994447,0.7227535851123951,True
aact_diabetesme_thiophenes,clinical_medicine,0.9895411936137476,1.6722647573502283,0.48018062282830903,0.8808468940335386,0.7242941360180327,True
