ma,family,specialty,yi,se,year
gibson2002,SMD,clinical_medicine,-0.23613383018823686,0.19694311749075422,1997.0
gibson2002,SMD,clinical_medicine,-0.5105297216251758,0.12234366887290025,1998.0
gibson2002,SMD,clinical_medicine,0.3209026358135907,0.31198681760716945,1996.0
gibson2002,SMD,clinical_medicine,-0.10379516581035135,0.14483017274057317,1999.0
gibson2002,SMD,clinical_medicine,-0.7803726230669411,0.24797726610708803,1995.0
gibson2002,SMD,clinical_medicine,-0.1929779512419614,0.20147020338593033,1998.0
gibson2002,SMD,clinical_medicine,-0.2444844351567845,0.18725964978818505,1996.0
gibson2002,SMD,clinical_medicine,-0.4978251793521012,0.3210885763538807,1995.0
gibson2002,SMD,clinical_medicine,-0.15035228913656806,0.12184914907829292,1991.0
gibson2002,SMD,clinical_medicine,0.04843988166777094,0.13567873257331883,1994.0
gibson2002,SMD,clinical_medicine,-0.2589313565686009,0.24913603616079055,1996.0
gibson2002,SMD,clinical_medicine,0.19372117023622953,0.14740688045782624,1986.0
gibson2002,SMD,clinical_medicine,-0.32771803526879123,0.2876848552825053,1999.0
senn2013,SMD,clinical_medicine,-1.2090778416453551,0.10246803915343071,
senn2013,SMD,clinical_medicine,-1.4683696774336417,0.28079528871523446,
senn2013,SMD,clinical_medicine,-1.2197551128774096,0.14268989980231336,
senn2013,SMD,clinical_medicine,-1.305683515992265,0.10723544693212128,
senn2013,SMD,clinical_medicine,-0.6596529304500817,0.12372753422048226,
senn2013,SMD,clinical_medicine,-0.21608039221342037,0.23825952180804624,
senn2013,SMD,clinical_medicine,-0.6042147439961455,0.14045978623507727,
senn2013,SMD,clinical_medicine,-0.698683635672706,0.18011690603475494,
senn2013,SMD,clinical_medicine,-1.2975677705916082,0.20131373750927897,
senn2013,SMD,clinical_medicine,-0.5143714707137392,0.22674605047106314,
senn2013,SMD,clinical_medicine,-0.8032381913912487,0.11734939982879183,
senn2013,SMD,clinical_medicine,-1.0727284499372511,0.11226939658949103,
senn2013,SMD,clinical_medicine,-0.7572513336627235,0.0988092327604788,
senn2013,SMD,clinical_medicine,-0.8322574612295509,0.11710656828454426,
senn2013,SMD,clinical_medicine,-0.8884770984178317,0.1946678247554019,
senn2013,SMD,clinical_medicine,-0.17171472729036605,0.26325236608774283,
senn2013,SMD,clinical_medicine,-0.8272847703596791,0.2736156392244084,
senn2013,SMD,clinical_medicine,-0.546572937215605,0.2631165893685842,
senn2013,SMD,clinical_medicine,-0.9933535289937198,0.10949192901337207,
senn2013,SMD,clinical_medicine,-1.0569454292886242,0.12672388206845067,
crede2010,COR,education,1.4030075073994537,0.11704114719613055,2009.0
crede2010,COR,education,0.30951960420311175,0.05832118435198043,1975.0
crede2010,COR,education,0.9076449833191245,0.07293249574894728,2007.0
crede2010,COR,education,0.5165075030911482,0.06178020632152155,1989.0
crede2010,COR,education,0.34732377796759,0.08137884587711594,1989.0
crede2010,COR,education,0.7169234506844864,0.07930515857181442,2008.0
crede2010,COR,education,0.14602922352578987,0.2,1999.0
crede2010,COR,education,0.2341894667593668,0.18257418583505536,1999.0
crede2010,COR,education,0.27686382265510007,0.15075567228888181,1999.0
crede2010,COR,education,-0.022803952016723077,0.21320071635561044,1999.0
crede2010,COR,education,0.4586704841369286,0.14907119849998599,1999.0
crede2010,COR,education,0.3643046069995933,0.16666666666666666,1999.0
crede2010,COR,education,0.22365610902183242,0.16222142113076254,1999.0
crede2010,COR,education,0.3529622529197431,0.1767766952966369,1999.0
crede2010,COR,education,0.4809448625545745,0.15249857033260467,1999.0
crede2010,COR,education,0.34507433878184446,0.05368281270950189,2007.0
crede2010,COR,education,0.4248399741107789,0.05368281270950189,2007.0
crede2010,COR,education,0.22365610902183242,0.048911598804451846,2003.0
crede2010,COR,education,0.271478450974392,0.053916386601719206,2006.0
crede2010,COR,education,-0.38842309971829614,0.058025885318565944,2006.0
crede2010,COR,education,0.6041556029622671,0.058025885318565944,2006.0
crede2010,COR,education,0.3965579899706009,0.1203858530857692,1990.0
crede2010,COR,education,0.5100703366133073,0.1270001270001905,1980.0
crede2010,COR,education,0.1923371692195453,0.1889822365046136,1980.0
crede2010,COR,education,0.5062266769885686,0.11547005383792516,1990.0
crede2010,COR,education,0.29856626366017835,0.11470786693528089,2006.0
crede2010,COR,education,0.09024418785614682,0.08219949365267865,1996.0
crede2010,COR,education,0.22365610902183242,0.08219949365267865,1996.0
crede2010,COR,education,0.2027325540540822,0.054635836470815304,2008.0
crede2010,COR,education,0.4000596500560566,0.054635836470815304,2008.0
crede2010,COR,education,0.5957241739007778,0.14285714285714285,1994.0
crede2010,COR,education,0.3768859011881901,0.04828045495852676,2003.0
crede2010,COR,education,0.22365610902183242,0.0949157995752499,1976.0
crede2010,COR,education,0.2341894667593668,0.0949157995752499,1976.0
crede2010,COR,education,0.35522367438958563,0.08192319205190404,1998.0
crede2010,COR,education,0.759869351300906,0.048507125007266595,2005.0
crede2010,COR,education,0.5627297693521489,0.13130643285972254,2003.0
crede2010,COR,education,1.2971976617557794,0.058025885318565944,2005.0
crede2010,COR,education,0.7928136318701909,0.1,1993.0
crede2010,COR,education,0.3394653523437398,0.04252432555625623,1994.0
crede2010,COR,education,0.6609570902866303,0.16666666666666666,1984.0
crede2010,COR,education,0.4118000344786903,0.13245323570650439,1990.0
crede2010,COR,education,0.5493061443340549,0.13245323570650439,1990.0
crede2010,COR,education,0.29856626366017835,0.05488212999484517,1990.0
crede2010,COR,education,0.5493061443340549,0.105999788000636,1984.0
crede2010,COR,education,0.4356112232362243,0.10101525445522107,1984.0
crede2010,COR,education,0.4118000344786903,0.0659380473395787,2008.0
crede2010,COR,education,0.5100703366133073,0.08804509063256238,2008.0
crede2010,COR,education,0.4884684305741509,0.07738232325341368,1986.0
crede2010,COR,education,0.5360603366105666,0.22360679774997896,1982.0
crede2010,COR,education,0.9076449833191245,0.07293249574894728,2007.0
crede2010,COR,education,0.3428282544153939,0.0450377349111045,1984.0
crede2010,COR,education,0.25968406049455256,0.03398138330152924,1931.0
crede2010,COR,education,0.2447741126593529,0.09712858623572641,2002.0
crede2010,COR,education,0.32054540930194614,0.09712858623572641,2002.0
crede2010,COR,education,0.21317134656485978,0.055641488407465724,2002.0
crede2010,COR,education,0.22365610902183242,0.055641488407465724,2002.0
crede2010,COR,education,0.22365610902183242,0.13736056394868904,1989.0
crede2010,COR,education,0.3768859011881901,0.051639777949432225,1997.0
crede2010,COR,education,0.3768859011881901,0.024296476537493124,2008.0
crede2010,COR,education,1.0453705484668847,0.026754805427388343,2003.0
crede2010,COR,education,0.3768859011881901,0.034421419541075714,2005.0
crede2010,COR,education,0.4260321568219519,0.05634361698190111,1973.0
crede2010,COR,education,0.3965579899706009,0.03663716527236559,2008.0
crede2010,COR,education,0.42841995876020333,0.09712858623572641,1995.0
crede2010,COR,education,0.5901451598411885,0.086710996952412,2004.0
crede2010,COR,education,0.08218453439296819,0.08481889296799709,2002.0
crede2010,COR,education,0.1511404359364668,0.07352146220938077,2002.0
crede2010,COR,education,0.5426615282747135,0.11785113019775792,2007.0
crede2010,COR,education,0.6140903625450161,0.10721125348377948,2007.0
crede2010,COR,education,0.632833186665638,0.07216878364870322,1993.0
crede2010,COR,education,0.3768859011881901,0.0708881205008336,1996.0
crede2010,COR,education,0.4118000344786903,0.0708881205008336,1996.0
crede2010,COR,education,0.5100703366133073,0.0873704056661038,2005.0
crede2010,COR,education,0.7089213594274082,0.13608276348795434,2001.0
crede2010,COR,education,0.2833470357595094,0.04873701788285794,1985.0
crede2010,COR,education,0.2801025605119436,0.0949157995752499,1985.0
crede2010,COR,education,0.4722308044204257,0.06041220933301769,2003.0
crede2010,COR,education,0.4452661296803174,0.13245323570650439,1979.0
crede2010,COR,education,0.44769202352742066,0.12403473458920845,1983.0
crede2010,COR,education,0.5479736985088665,0.03620243071279983,2004.0
crede2010,COR,education,0.9076449833191245,0.1643989873053573,1975.0
crede2010,COR,education,0.4722308044204257,0.08838834764831845,2007.0
crede2010,COR,education,0.4118000344786903,0.032478490123081544,2007.0
crede2010,COR,education,0.2532806124897666,0.09245003270420486,2000.0
crede2010,COR,education,0.6098194605351678,0.03167031776097682,1927.0
crede2010,COR,education,0.4177106181123123,0.03167031776097682,1927.0
crede2010,COR,education,0.511354644371569,0.03167031776097682,1927.0
crede2010,COR,education,0.5321200506446927,0.016021033402800037,2000.0
crede2010,COR,education,0.6183813135744636,0.03234231136765754,1992.0
crede2010,COR,education,0.13175717542536422,0.0936585811581694,1992.0
crede2010,COR,education,0.497311287572031,0.0854357657716761,1996.0
crede2010,COR,education,0.36544375427139614,0.09205746178983233,1980.0
crede2010,COR,education,0.2447741126593529,0.1015346165133619,2007.0
crede2010,COR,education,0.17166666350057913,0.07392212709545729,1992.0
crede2010,COR,education,0.29856626366017835,0.09667364890456635,1992.0
crede2010,COR,education,0.319439471071115,0.06868028197434452,1986.0
molloy2014,COR,health_psych,0.18922664253092875,0.09712858623572641,2009.0
molloy2014,COR,health_psych,0.16343991846488676,0.03661260129691062,2011.0
molloy2014,COR,health_psych,0.35409252896224297,0.1386750490563073,2010.0
molloy2014,COR,health_psych,0.3316471087051321,0.09805806756909202,1999.0
molloy2014,COR,health_psych,0.27686382265510007,0.1203858530857692,1995.0
molloy2014,COR,health_psych,0.0,0.1270001270001905,2004.0
molloy2014,COR,health_psych,0.17682002012178918,0.07647191129018725,2005.0
molloy2014,COR,health_psych,0.05004172927849127,0.055641488407465724,2007.0
molloy2014,COR,health_psych,0.26610840687365417,0.13483997249264842,2006.0
molloy2014,COR,health_psych,0.010000333353334763,0.03608439182435161,2011.0
molloy2014,COR,health_psych,-0.09024418785614682,0.13736056394868904,1997.0
molloy2014,COR,health_psych,0.38842309971829614,0.10660035817780522,2007.0
molloy2014,COR,health_psych,0.0,0.09407208683835973,2003.0
molloy2014,COR,health_psych,0.1511404359364668,0.04327423224079155,2012.0
molloy2014,COR,health_psych,0.2447741126593529,0.08032193289024989,2004.0
molloy2014,COR,health_psych,0.04002135383676822,0.1270001270001905,1997.0
mcdaniel1994,COR,io_psych,0.0,0.09128709291752768,
mcdaniel1994,COR,io_psych,0.06007215592103162,0.10425720702853739,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.12309149097933274,
mcdaniel1994,COR,io_psych,0.1511404359364668,0.023382618677247783,
mcdaniel1994,COR,io_psych,0.14092557607049386,0.11547005383792516,
mcdaniel1994,COR,io_psych,0.06007215592103162,0.05538487756217113,
mcdaniel1994,COR,io_psych,0.09024418785614682,0.08164965809277261,
mcdaniel1994,COR,io_psych,0.42364893019360184,0.19611613513818404,
mcdaniel1994,COR,io_psych,0.4118000344786903,0.19611613513818404,
mcdaniel1994,COR,io_psych,0.14092557607049386,0.08058229640253803,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.0827605888602368,
mcdaniel1994,COR,io_psych,0.28768207245178096,0.105999788000636,
mcdaniel1994,COR,io_psych,0.7250050877529992,0.28867513459481287,
mcdaniel1994,COR,io_psych,0.07011467065432513,0.28867513459481287,
mcdaniel1994,COR,io_psych,0.1819826886007058,0.07738232325341368,
mcdaniel1994,COR,io_psych,0.44769202352742066,0.25,
mcdaniel1994,COR,io_psych,0.08017132503758968,0.25,
mcdaniel1994,COR,io_psych,0.1819826886007058,0.12403473458920845,
mcdaniel1994,COR,io_psych,0.4598966812126785,0.10540925533894598,
mcdaniel1994,COR,io_psych,0.04002135383676822,0.13608276348795434,
mcdaniel1994,COR,io_psych,-0.04002135383676822,0.11396057645963795,
mcdaniel1994,COR,io_psych,0.05004172927849127,0.1414213562373095,
mcdaniel1994,COR,io_psych,-0.14092557607049386,0.21821789023599236,
mcdaniel1994,COR,io_psych,0.05004172927849127,0.13608276348795434,
mcdaniel1994,COR,io_psych,0.36544375427139614,0.06063390625908324,
mcdaniel1994,COR,io_psych,-0.08017132503758968,0.1543033499620919,
mcdaniel1994,COR,io_psych,0.2447741126593529,0.11470786693528089,
mcdaniel1994,COR,io_psych,0.16138669613152554,0.09805806756909202,
mcdaniel1994,COR,io_psych,0.25541281188299536,0.1889822365046136,
mcdaniel1994,COR,io_psych,0.8291140383017662,0.04975185951049946,
mcdaniel1994,COR,io_psych,0.7089213594274082,0.1111111111111111,
mcdaniel1994,COR,io_psych,1.1270290260496927,0.4472135954999579,
mcdaniel1994,COR,io_psych,2.6466524123622457,0.5773502691896257,
mcdaniel1994,COR,io_psych,0.7928136318701909,0.5,
mcdaniel1994,COR,io_psych,0.48470027859405174,0.3333333333333333,
mcdaniel1994,COR,io_psych,0.8871838632580928,0.30151134457776363,
mcdaniel1994,COR,io_psych,0.27686382265510007,0.1643989873053573,
mcdaniel1994,COR,io_psych,-0.020002667306849582,0.1643989873053573,
mcdaniel1994,COR,io_psych,0.29856626366017835,0.10206207261596575,
mcdaniel1994,COR,io_psych,0.13073985002887842,0.07881104062391006,
mcdaniel1994,COR,io_psych,0.030009004863126475,0.125,
mcdaniel1994,COR,io_psych,0.0,0.13608276348795434,
mcdaniel1994,COR,io_psych,0.09024418785614682,0.14586499149789456,
mcdaniel1994,COR,io_psych,-0.030009004863126475,0.0890870806374748,
mcdaniel1994,COR,io_psych,0.497311287572031,0.14744195615489714,
mcdaniel1994,COR,io_psych,0.30951960420311175,0.12909944487358055,
mcdaniel1994,COR,io_psych,0.3428282544153939,0.13736056394868904,
mcdaniel1994,COR,io_psych,0.2447741126593529,0.06523280730534423,
mcdaniel1994,COR,io_psych,0.7581737446840442,0.24253562503633297,
mcdaniel1994,COR,io_psych,0.12058102840844402,0.09166984970282113,
mcdaniel1994,COR,io_psych,0.1511404359364668,0.14433756729740643,
mcdaniel1994,COR,io_psych,0.4722308044204257,0.1643989873053573,
mcdaniel1994,COR,io_psych,0.0,0.06950480468569159,
mcdaniel1994,COR,io_psych,0.16138669613152554,0.054964970992931274,
mcdaniel1994,COR,io_psych,0.21317134656485978,0.05707301455353496,
mcdaniel1994,COR,io_psych,0.29856626366017835,0.07516460280028288,
mcdaniel1994,COR,io_psych,0.1923371692195453,0.10540925533894598,
mcdaniel1994,COR,io_psych,0.04002135383676822,0.04617570965396101,
mcdaniel1994,COR,io_psych,0.632833186665638,0.15617376188860607,
mcdaniel1994,COR,io_psych,0.14092557607049386,0.11785113019775792,
mcdaniel1994,COR,io_psych,0.4722308044204257,0.12403473458920845,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.1690308509457033,
mcdaniel1994,COR,io_psych,0.35409252896224297,0.16012815380508713,
mcdaniel1994,COR,io_psych,0.11044691579009715,0.16666666666666666,
mcdaniel1994,COR,io_psych,0.42364893019360184,0.14744195615489714,
mcdaniel1994,COR,io_psych,0.2341894667593668,0.16222142113076254,
mcdaniel1994,COR,io_psych,0.22365610902183242,0.07124704998790964,
mcdaniel1994,COR,io_psych,0.4722308044204257,0.034360406637202474,
mcdaniel1994,COR,io_psych,0.27686382265510007,0.16222142113076254,
mcdaniel1994,COR,io_psych,0.11044691579009715,0.18569533817705186,
mcdaniel1994,COR,io_psych,0.27686382265510007,0.1270001270001905,
mcdaniel1994,COR,io_psych,-0.07011467065432513,0.09053574604251853,
mcdaniel1994,COR,io_psych,0.3316471087051321,0.0873704056661038,
mcdaniel1994,COR,io_psych,0.05004172927849127,0.23570226039551584,
mcdaniel1994,COR,io_psych,0.2027325540540822,0.15617376188860607,
mcdaniel1994,COR,io_psych,0.1819826886007058,0.07738232325341368,
mcdaniel1994,COR,io_psych,0.35409252896224297,0.0827605888602368,
mcdaniel1994,COR,io_psych,0.030009004863126475,0.0584206237836986,
mcdaniel1994,COR,io_psych,0.48470027859405174,0.21821789023599236,
mcdaniel1994,COR,io_psych,0.35409252896224297,0.05688801239885743,
mcdaniel1994,COR,io_psych,0.5627297693521489,0.07035975447302918,
mcdaniel1994,COR,io_psych,0.4356112232362243,0.19245008972987526,
mcdaniel1994,COR,io_psych,0.38842309971829614,0.3535533905932738,
mcdaniel1994,COR,io_psych,0.25541281188299536,0.22941573387056177,
mcdaniel1994,COR,io_psych,-0.17166666350057913,0.17149858514250885,
mcdaniel1994,COR,io_psych,0.5100703366133073,0.15811388300841897,
mcdaniel1994,COR,io_psych,0.3316471087051321,0.1203858530857692,
mcdaniel1994,COR,io_psych,-0.09024418785614682,0.1203858530857692,
mcdaniel1994,COR,io_psych,0.3428282544153939,0.09759000729485333,
mcdaniel1994,COR,io_psych,0.22365610902183242,0.11952286093343936,
mcdaniel1994,COR,io_psych,0.27686382265510007,0.11952286093343936,
mcdaniel1994,COR,io_psych,0.0,0.0936585811581694,
mcdaniel1994,COR,io_psych,0.4356112232362243,0.11396057645963795,
mcdaniel1994,COR,io_psych,0.16138669613152554,0.10425720702853739,
mcdaniel1994,COR,io_psych,0.0,0.07474350927519359,
mcdaniel1994,COR,io_psych,0.030009004863126475,0.10540925533894598,
mcdaniel1994,COR,io_psych,0.010000333353334763,0.12803687993289598,
mcdaniel1994,COR,io_psych,0.030009004863126475,0.052199575097188054,
mcdaniel1994,COR,io_psych,0.14092557607049386,0.08838834764831845,
mcdaniel1994,COR,io_psych,0.11044691579009715,0.10910894511799618,
mcdaniel1994,COR,io_psych,0.08017132503758968,0.11396057645963795,
mcdaniel1994,COR,io_psych,-0.13073985002887842,0.16222142113076254,
mcdaniel1994,COR,io_psych,0.13073985002887842,0.1767766952966369,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.0985329278164293,
mcdaniel1994,COR,io_psych,0.06007215592103162,0.10976425998969035,
mcdaniel1994,COR,io_psych,0.1923371692195453,0.14002800840280097,
mcdaniel1994,COR,io_psych,0.27686382265510007,0.05063696835418333,
mcdaniel1994,COR,io_psych,0.17166666350057913,0.10050378152592121,
mcdaniel1994,COR,io_psych,0.35409252896224297,0.0944911182523068,
mcdaniel1994,COR,io_psych,0.28768207245178096,0.12909944487358055,
mcdaniel1994,COR,io_psych,0.11044691579009715,0.22941573387056177,
mcdaniel1994,COR,io_psych,0.07011467065432513,0.17149858514250885,
mcdaniel1994,COR,io_psych,-0.13073985002887842,0.09407208683835973,
mcdaniel1994,COR,io_psych,0.12058102840844402,0.04920678313051229,
mcdaniel1994,COR,io_psych,0.12058102840844402,0.10101525445522107,
mcdaniel1994,COR,io_psych,0.38842309971829614,0.02715627232967842,
mcdaniel1994,COR,io_psych,0.26610840687365417,0.1125087900926024,
mcdaniel1994,COR,io_psych,0.44769202352742066,0.18569533817705186,
mcdaniel1994,COR,io_psych,0.38842309971829614,0.16012815380508713,
mcdaniel1994,COR,io_psych,0.17166666350057913,0.07198157507486945,
mcdaniel1994,COR,io_psych,0.1923371692195453,0.15617376188860607,
mcdaniel1994,COR,io_psych,0.3316471087051321,0.15075567228888181,
mcdaniel1994,COR,io_psych,0.3428282544153939,0.17149858514250885,
mcdaniel1994,COR,io_psych,0.2447741126593529,0.3333333333333333,
mcdaniel1994,COR,io_psych,0.09024418785614682,0.023544080467400554,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.11952286093343936,
mcdaniel1994,COR,io_psych,0.26610840687365417,0.11952286093343936,
mcdaniel1994,COR,io_psych,0.44769202352742066,0.12216944435630522,
mcdaniel1994,COR,io_psych,0.7250050877529992,0.19245008972987526,
mcdaniel1994,COR,io_psych,1.3330796296965248,0.13245323570650439,
mcdaniel1994,COR,io_psych,-0.07011467065432513,0.1690308509457033,
mcdaniel1994,COR,io_psych,0.7752987062055836,0.3333333333333333,
mcdaniel1994,COR,io_psych,0.17166666350057913,0.18257418583505536,
mcdaniel1994,COR,io_psych,0.30951960420311175,0.18257418583505536,
mcdaniel1994,COR,io_psych,0.48470027859405174,0.2,
mcdaniel1994,COR,io_psych,0.2447741126593529,0.14433756729740643,
mcdaniel1994,COR,io_psych,0.020002667306849582,0.14744195615489714,
mcdaniel1994,COR,io_psych,0.2341894667593668,0.07881104062391006,
mcdaniel1994,COR,io_psych,0.17166666350057913,0.07216878364870322,
mcdaniel1994,COR,io_psych,0.3316471087051321,0.07856742013183861,
mcdaniel1994,COR,io_psych,0.3768859011881901,0.1643989873053573,
mcdaniel1994,COR,io_psych,0.09024418785614682,0.1015346165133619,
mcdaniel1994,COR,io_psych,0.13073985002887842,0.015445051580380387,
mcdaniel1994,COR,io_psych,0.29856626366017835,0.07537783614444091,
mcdaniel1994,COR,io_psych,0.5360603366105666,0.11867816581938534,
mcdaniel1994,COR,io_psych,0.42364893019360184,0.09667364890456635,
mcdaniel1994,COR,io_psych,0.2341894667593668,0.1889822365046136,
mcdaniel1994,COR,io_psych,0.32054540930194614,0.12216944435630522,
mcdaniel1994,COR,io_psych,0.497311287572031,0.23570226039551584,
mcdaniel1994,COR,io_psych,-0.12058102840844402,0.19611613513818404,
mcdaniel1994,COR,io_psych,0.22365610902183242,0.14433756729740643,
mcdaniel1994,COR,io_psych,0.6776660677579618,0.14433756729740643,
mcdaniel1994,COR,io_psych,0.21317134656485978,0.1643989873053573,
mcdaniel1994,COR,io_psych,0.020002667306849582,0.1643989873053573,
mcdaniel1994,COR,io_psych,-0.030009004863126475,0.0890870806374748,
mcdaniel1994,COR,io_psych,0.28768207245178096,0.07198157507486945,
mcdaniel1994,COR,io_psych,-0.04002135383676822,0.1889822365046136,
mcdaniel1994,COR,io_psych,0.1923371692195453,0.04512936824065242,
mcdaniel1994,COR,io_psych,0.2341894667593668,0.10101525445522107,
mcdaniel1994,COR,io_psych,0.30951960420311175,0.07624928516630233,
aloe2013,COR,education,0.31084202038010783,0.06884283908215143,
aloe2013,COR,education,0.40262057608988716,0.06711560552140243,
aloe2013,COR,education,0.3275393805334799,0.08247860988423225,
aloe2013,COR,education,-0.0404592622899532,0.05270462766947299,
aloe2013,COR,education,0.07434552795241525,0.06441566264008308,
bcg,LOR,infectious_disease,-0.9386941408703922,0.5975993241743407,1948.0
bcg,LOR,infectious_disease,-1.6661907290265499,0.45621529309875836,1949.0
bcg,LOR,infectious_disease,-1.3862943611198906,0.6583411563543026,1960.0
bcg,LOR,infectious_disease,-1.4564435493129846,0.14252863913332423,1977.0
bcg,LOR,infectious_disease,-0.219141085675433,0.227929325267988,1973.0
bcg,LOR,infectious_disease,-0.9581220407762676,0.09952520040340658,1953.0
bcg,LOR,infectious_disease,-1.6337758382288956,0.47645532342864383,1973.0
bcg,LOR,infectious_disease,0.012020601452732425,0.06330056881378579,1980.0
bcg,LOR,infectious_disease,-0.4717460358386963,0.2386988143828173,1968.0
bcg,LOR,infectious_disease,-1.4012101392834806,0.274630162791563,1961.0
bcg,LOR,infectious_disease,-0.3408496463662109,0.11191574429103136,1974.0
bcg,LOR,infectious_disease,0.44663468227444647,0.7308639904077345,1969.0
bcg,LOR,infectious_disease,-0.017341873929093476,0.2676473749089625,1976.0
li2007,LOR,clinical_medicine,-0.8303483020734304,1.2470175581550196,1984.0
li2007,LOR,clinical_medicine,-1.1096621248546947,0.597767519463886,1986.0
li2007,LOR,clinical_medicine,-1.2982253425721255,0.8158407693569856,1986.0
li2007,LOR,clinical_medicine,-0.04348511193973878,1.4295099922585022,1987.0
li2007,LOR,clinical_medicine,-1.2809338454620642,1.1937336386313322,1989.0
li2007,LOR,clinical_medicine,-2.304855241528585,1.0743586678124257,1990.0
li2007,LOR,clinical_medicine,-0.6751286750572671,0.5340363332160136,1990.0
li2007,LOR,clinical_medicine,0.22314355131420976,0.48916839052182665,1991.0
li2007,LOR,clinical_medicine,-0.5930637220029626,0.9220903570509866,1991.0
li2007,LOR,clinical_medicine,-0.2976451952000045,0.14662222156540483,1992.0
li2007,LOR,clinical_medicine,-1.1631508098056809,0.5502524673073059,1992.0
li2007,LOR,clinical_medicine,-0.7932306391169278,0.6258661500361474,1995.0
li2007,LOR,clinical_medicine,-1.574258405312927,0.5762280569718049,1995.0
li2007,LOR,clinical_medicine,0.05758725107643446,0.031642062909045116,1995.0
li2007,LOR,clinical_medicine,-0.055569851154810765,0.8498618253958241,1995.0
li2007,LOR,clinical_medicine,1.0986122886681098,1.6529490122682158,1996.0
li2007,LOR,clinical_medicine,-1.0986122886681098,0.4842439063865739,1999.0
li2007,LOR,clinical_medicine,0.002537864776327011,0.070593907572522,2000.0
li2007,LOR,clinical_medicine,-1.791759469228055,0.8036375634160796,2000.0
li2007,LOR,clinical_medicine,-1.1119458195375749,1.6411381777812604,2000.0
li2007,LOR,clinical_medicine,-0.44339012485170887,0.13686182784475437,2002.0
li2007,LOR,clinical_medicine,-1.0986122886681098,1.164500152881315,2004.0
linde2015,LOR,psychiatry,0.09472725935645765,0.3397312478628712,1997.0
linde2015,LOR,psychiatry,0.9162907318741551,0.5552777082985894,1971.0
linde2015,LOR,psychiatry,0.45953232937844013,0.5108472494598574,2002.0
linde2015,LOR,psychiatry,0.19885085874516517,0.2808797654209908,1994.0
linde2015,LOR,psychiatry,1.0805937831654315,0.2922698703054144,1996.0
linde2015,LOR,psychiatry,0.9118363815247748,0.5365601787281883,1995.0
linde2015,LOR,psychiatry,0.41225037110998125,0.19776648395036506,2003.0
linde2015,LOR,psychiatry,0.67951905305859,0.32366313940501396,1988.0
linde2015,LOR,psychiatry,0.30318625898774626,0.5570066518960166,1984.0
linde2015,LOR,psychiatry,0.48842468707682407,0.2069335911995063,2002.0
linde2015,LOR,psychiatry,0.5640500031782373,0.25143343444674077,2000.0
linde2015,LOR,psychiatry,0.6749504060488619,0.2533924246790984,2006.0
linde2015,LOR,psychiatry,0.3352608494349159,0.25346306404828534,1999.0
linde2015,LOR,psychiatry,0.08269171584511341,0.35961650193221045,1999.0
linde2015,LOR,psychiatry,-0.048790164169432056,0.391375271542037,2005.0
linde2015,LOR,psychiatry,1.9459101490553132,0.43424811867344754,1991.0
linde2015,LOR,psychiatry,1.0479685558493548,0.6634119686254086,1993.0
linde2015,LOR,psychiatry,1.3862943611198906,0.7158910531638176,1989.0
linde2015,LOR,psychiatry,0.8464812004806477,0.42720838334602057,1995.0
linde2015,LOR,psychiatry,0.2951503670593068,0.3806905635874635,1993.0
linde2015,LOR,psychiatry,0.4777857696877905,0.366388676733243,1998.0
yusuf1985,LOR,cardiology,-0.0454623740767575,0.430302888507909,
yusuf1985,LOR,cardiology,-0.118605742407847,0.388899331522284,
yusuf1985,LOR,cardiology,0.199332902620491,0.416908741397248,
yusuf1985,LOR,cardiology,-0.364643113587909,0.485504156227612,
yusuf1985,LOR,cardiology,-0.138421377918714,0.3147470791771,
yusuf1985,LOR,cardiology,-1.02961941718116,0.754036755451237,
yusuf1985,LOR,cardiology,-0.462623521948113,0.973505222533836,
yusuf1985,LOR,cardiology,0.144581228811107,0.395060595977284,
yusuf1985,LOR,cardiology,0.653926467406664,0.445298325048049,
yusuf1985,LOR,cardiology,0.150384197031781,0.697432279276938,
yusuf1985,LOR,cardiology,-0.111225635110224,2.05497207200445,
yusuf1985,LOR,cardiology,-0.393177277314471,0.482213418067419,
yusuf1985,LOR,cardiology,0.0219789067187754,0.842987555853389,
yusuf1985,LOR,cardiology,-0.200670695462151,2.03339128912271,
yusuf1985,LOR,cardiology,0.0930904230660121,1.4305986390755,
yusuf1985,LOR,cardiology,-2.07107329200932,1.53927723832753,
yusuf1985,LOR,cardiology,-0.040419499042895,0.384214772816436,
yusuf1985,LOR,cardiology,0.0,2.043015673821,
yusuf1985,LOR,cardiology,-0.587900501774005,0.529186099509084,
yusuf1985,LOR,cardiology,0.425137873706869,0.655578133952365,
yusuf1985,LOR,cardiology,0.144249608844547,0.920077793633386,
yusuf1985,LOR,cardiology,-0.47873730921449,0.824283430107792,
yusuf1985,LOR,cardiology,-0.935460647981875,2.02233345043009,
yusuf1985,LOR,cardiology,0.810930216216329,0.739744700705738,
yusuf1985,LOR,cardiology,-0.693147180559945,1.24236800541127,
yusuf1985,LOR,cardiology,0.13657553500575,2.02270454572442,
