cell,geom,n,studies,hetero,selection,inconsistency,multiarm,reps,nscored,method,abs_bias,raw_cov,cov_unif,mciw,mciw0,spearman,top1,dMCIW0,MCIW0_robust_win,dMCIW,MCIW_robust_win
star_hetero,star,6,"(3, 5)",heterogeneous,none,0.0,0.0,500,500,adaptshrink,0.00586894225897526,0.9376,0.054000000000000006,0.7651826126881487,0.7323721817721964,0.8629714285714286,0.76,0.0012814866830860305,False,0.002314342738575781,False
star_hetero,star,6,"(3, 5)",heterogeneous,none,0.0,0.0,500,500,adaptshrink_auto,0.00603073754479714,0.9343999999999999,0.055600000000000004,0.7988320920381649,0.7438496980030015,0.8613714285714287,0.762,0.025229876479642144,False,0.024240590543362472,False
star_hetero,star,6,"(3, 5)",heterogeneous,none,0.0,0.0,500,500,common_DL,0.005667472846291102,0.9231999999999999,0.07080000000000002,0.7748358703929119,0.7339561315649623,0.8654857142857144,0.766,,False,,False
star_hetero,star,6,"(3, 5)",heterogeneous,none,0.0,0.0,500,500,comp_specific,0.006113506987573475,0.9256,0.034799999999999984,0.8458105551760999,0.7364240183808723,0.865257142857143,0.77,-0.003225061411117447,False,0.08507433846841972,False
star_hetero_ma,star,6,"(3, 5)",heterogeneous,none,0.0,0.3,500,500,adaptshrink,0.004839340477772773,0.9372,0.03919999999999999,0.7614237889610582,0.7338243295808844,0.859657142857143,0.778,-0.001657626624455455,False,-0.016982188780001795,False
star_hetero_ma,star,6,"(3, 5)",heterogeneous,none,0.0,0.3,500,500,adaptshrink_auto,0.005236230125338134,0.9443999999999999,0.039999999999999994,0.7794139192771062,0.7717069713632005,0.8582857142857143,0.78,0.018116761374489032,False,0.005772350299673712,False
star_hetero_ma,star,6,"(3, 5)",heterogeneous,none,0.0,0.3,500,500,common_DL,0.005313248506884222,0.9256,0.0524,0.7811585606930617,0.7475738893769046,0.862057142857143,0.786,,False,,False
star_hetero_ma,star,6,"(3, 5)",heterogeneous,none,0.0,0.3,500,500,comp_specific,0.004207002024674373,0.9263999999999999,0.032399999999999984,0.7541391070766256,0.7392597344555931,0.8602285714285716,0.778,0.016755907164553552,False,0.03317173099431603,False
star_homog,star,6,"(3, 5)",homogeneous,none,0.0,0.0,500,500,adaptshrink,0.00381971203334463,0.9296,0.020399999999999953,0.707653566658,0.666321033900808,0.8773714285714286,0.796,-0.0008412781772093592,False,0.017837143302293135,False
star_homog,star,6,"(3, 5)",homogeneous,none,0.0,0.0,500,500,adaptshrink_auto,0.005265046846907749,0.9263999999999999,0.023599999999999934,0.7160047167080703,0.6782829044521842,0.8748571428571429,0.798,0.021453896157713093,False,0.029581847840466136,False
star_homog,star,6,"(3, 5)",homogeneous,none,0.0,0.0,500,500,common_DL,0.003865588119524338,0.9296000000000001,0.02039999999999993,0.6977428013414694,0.6523838277094077,0.8809142857142859,0.804,,False,,False
star_homog,star,6,"(3, 5)",homogeneous,none,0.0,0.0,500,500,comp_specific,0.004069240226064627,0.9008,0.04919999999999993,0.767874814920697,0.6826696021064727,0.8769142857142859,0.804,0.00670397320117877,False,0.08710045137938238,False
sparse_homog,loop,6,"(1, 2)",homogeneous,none,0.0,0.0,500,500,adaptshrink,0.014591649190031721,0.942,0.007999999999999962,1.1931326533666784,1.1761278178175356,0.833257142857143,0.752,0.0034823762434956773,False,-0.008240304671398357,False
sparse_homog,loop,6,"(1, 2)",homogeneous,none,0.0,0.0,500,500,adaptshrink_auto,0.015500866642299582,0.9423999999999999,0.007599999999999963,1.2553263673689596,1.1816580896409956,0.8322285714285715,0.75,0.027192591658357523,False,0.036287357404168,False
sparse_homog,loop,6,"(1, 2)",homogeneous,none,0.0,0.0,500,500,common_DL,0.014630089791190917,0.9391999999999999,0.010799999999999943,1.204854306626513,1.1839967573660153,0.8346285714285715,0.748,,False,,False
sparse_homog,loop,6,"(1, 2)",homogeneous,none,0.0,0.0,500,500,comp_specific,0.014165314463989716,0.9376000000000001,0.012399999999999944,1.2050558766756836,1.1865651731552465,0.8286857142857144,0.734,0.015750441633723522,False,0.025130280849757547,False
select_strong_dense,full,5,"(8, 15)",homogeneous,strong,0.0,0.0,600,595,adaptshrink,0.08128551653276678,0.8134453781512605,0.13655462184873943,0.6166639849242359,0.585808788788635,0.9228571428571427,0.8907563025210085,0.005528696893431273,False,0.010566816868627926,False
select_strong_dense,full,5,"(8, 15)",homogeneous,strong,0.0,0.0,600,595,adaptshrink_auto,0.05621812389387551,0.8747899159663866,0.07521008403361343,0.6296245487830312,0.5892251457896115,0.9245378151260503,0.8857142857142857,0.018498452293102763,False,0.030743766320638022,False
select_strong_dense,full,5,"(8, 15)",homogeneous,strong,0.0,0.0,600,595,common_DL,0.08139695671765879,0.8151260504201681,0.1348739495798319,0.613350052815165,0.577983489716013,0.9235294117647057,0.8941176470588236,,False,,False
select_strong_dense,full,5,"(8, 15)",homogeneous,strong,0.0,0.0,600,595,comp_specific,0.07898090966956718,0.8092436974789916,0.14075630252100838,0.640288253215002,0.5950976079683455,0.9230252100840335,0.8890756302521008,0.015252166173277515,False,0.03105722915658049,False
select_strong_dense_n6,full,6,"(8, 15)",homogeneous,strong,0.0,0.0,800,800,adaptshrink,0.07768803044549775,0.8115,0.13849999999999996,0.5123936690650135,0.48965969241206275,0.9369285714285716,0.8975,0.007248350663717429,False,0.00620611340870425,False
select_strong_dense_n6,full,6,"(8, 15)",homogeneous,strong,0.0,0.0,800,800,adaptshrink_auto,0.0479600688856263,0.891,0.05899999999999994,0.5203545886705563,0.4564267236312899,0.9426428571428572,0.89625,-0.020601650978749275,True,0.00736095326002284,False
select_strong_dense_n6,full,6,"(8, 15)",homogeneous,strong,0.0,0.0,800,800,common_DL,0.07840747563641784,0.80975,0.14024999999999993,0.5089013532963803,0.49012675182860865,0.9372142857142858,0.8975,,False,,False
select_strong_dense_n6,full,6,"(8, 15)",homogeneous,strong,0.0,0.0,800,800,comp_specific,0.07525985499436824,0.80175,0.14824999999999994,0.5282417244566482,0.49981957828712725,0.9349285714285714,0.89,0.027891946205050755,False,0.024862470133737102,False
select_moderate_dense,full,5,"(8, 15)",homogeneous,moderate,0.0,0.0,500,500,adaptshrink,0.030435444197022078,0.9135000000000001,0.03649999999999992,0.3084730194826157,0.30521572547997877,0.9597999999999999,0.946,-0.004292714115748608,False,0.003665050905543199,False
select_moderate_dense,full,5,"(8, 15)",homogeneous,moderate,0.0,0.0,500,500,adaptshrink_auto,0.025627078329346013,0.9215000000000001,0.028499999999999914,0.3165101798915929,0.3041175197243149,0.9581999999999999,0.94,0.004131876036391813,False,0.01765744882652026,False
select_moderate_dense,full,5,"(8, 15)",homogeneous,moderate,0.0,0.0,500,500,common_DL,0.029898555610842335,0.909,0.040999999999999925,0.31245429719862367,0.3058074916185349,0.9575999999999999,0.942,,False,,False
select_moderate_dense,full,5,"(8, 15)",homogeneous,moderate,0.0,0.0,500,500,comp_specific,0.030836462295984794,0.8995,0.050499999999999934,0.3159992472034725,0.31069429765211715,0.9591999999999999,0.938,0.004210565255893861,False,0.009699773870966655,False
select_strong_sparse,full,5,"(3, 5)",homogeneous,strong,0.0,0.0,500,435,adaptshrink,0.09948746108997185,0.9017241379310345,0.048275862068965475,0.9829699558344787,1.009401937031561,0.8521839080459769,0.8091954022988506,-0.004700500771433136,False,-0.016007342528189916,False
select_strong_sparse,full,5,"(3, 5)",homogeneous,strong,0.0,0.0,500,435,adaptshrink_auto,0.08652886746949952,0.9132183908045977,0.03678160919540227,1.0134012755707849,1.0307599987999652,0.8501149425287355,0.8045977011494253,-0.012920917563976175,False,0.03176207554738841,False
select_strong_sparse,full,5,"(3, 5)",homogeneous,strong,0.0,0.0,500,435,common_DL,0.09847062728084385,0.8977011494252873,0.05229885057471259,0.9775268879235742,1.015735617273389,0.8514942528735631,0.8045977011494253,,False,,False
select_strong_sparse,full,5,"(3, 5)",homogeneous,strong,0.0,0.0,500,435,comp_specific,0.0995175526861167,0.8919540229885057,0.05804597701149419,1.0125262190647644,1.026179321276642,0.8535632183908045,0.8045977011494253,0.01468233023415122,False,0.020065487436774276,False
incons_full,full,5,"(2, 4)",homogeneous,none,0.3,0.0,500,500,adaptshrink,0.01391351922662048,0.7275,0.22249999999999998,0.8380094397769363,0.7974767801286804,0.8635999999999999,0.806,0.009077156520651108,False,-0.010881777884295118,False
incons_full,full,5,"(2, 4)",homogeneous,none,0.3,0.0,500,500,adaptshrink_auto,0.011067688741125523,0.851,0.09899999999999998,0.9868258285321134,0.8267031040029,0.8605999999999999,0.804,0.05137759955824872,False,0.11384961299496466,False
incons_full,full,5,"(2, 4)",homogeneous,none,0.3,0.0,500,500,common_DL,0.013368123250071064,0.7595000000000001,0.19049999999999995,0.8491710427042295,0.7923809496378609,0.8635999999999999,0.816,,False,,False
incons_full,full,5,"(2, 4)",homogeneous,none,0.3,0.0,500,500,comp_specific,0.015856158470730145,0.5780000000000001,0.372,0.8596886041791847,0.8499218019508497,0.8562,0.794,0.0790387533780389,False,0.025118214369270753,False
incons_loop,loop,6,"(2, 4)",homogeneous,none,0.3,0.0,500,500,adaptshrink,0.015723726144052062,0.6812,0.2687999999999999,1.702008763555518,1.5044385672480867,0.7633142857142858,0.67,-0.017262014025812178,False,-0.008026198096814152,False
incons_loop,loop,6,"(2, 4)",homogeneous,none,0.3,0.0,500,500,adaptshrink_auto,0.014434154522539867,0.7708,0.17919999999999994,2.565853395847959,1.5537874783101968,0.757257142857143,0.65,0.007104555644144472,False,0.816750711921084,False
incons_loop,loop,6,"(2, 4)",homogeneous,none,0.3,0.0,500,500,common_DL,0.015260578072831026,0.6796,0.2704,1.7134974132131144,1.505486559065162,0.762057142857143,0.664,,False,,False
incons_loop,loop,6,"(2, 4)",homogeneous,none,0.3,0.0,500,500,comp_specific,0.014130325420839585,0.6456,0.30439999999999995,1.7485525646539064,1.5413201010364053,0.7563428571428572,0.666,0.022178925217667178,False,0.04869368078282732,False
consistent_full,full,5,"(2, 4)",homogeneous,none,0.0,0.0,500,500,adaptshrink,0.005371597264335067,0.948,0.00899999999999998,0.39527148272286533,0.39970488307270047,0.9461999999999998,0.902,-0.0007372812457867584,False,0.0049511782383628855,False
consistent_full,full,5,"(2, 4)",homogeneous,none,0.0,0.0,500,500,adaptshrink_auto,0.005876211999142878,0.947,0.007000000000000006,0.4129793637633604,0.4253321185014836,0.9459999999999998,0.9,0.024922501090067495,False,0.016616639021758306,False
consistent_full,full,5,"(2, 4)",homogeneous,none,0.0,0.0,500,500,common_DL,0.005792571404112223,0.948,0.010000000000000009,0.3970981342293892,0.390254430410678,0.9493999999999999,0.906,,False,,False
consistent_full,full,5,"(2, 4)",homogeneous,none,0.0,0.0,500,500,comp_specific,0.005204171150804608,0.9359999999999999,0.013999999999999957,0.4096989901262417,0.4158154067314714,0.9429999999999998,0.904,0.019792864725861947,False,0.021044389497419047,False
